"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AAEL0135054",4.88177664291275e-26,1.16222459957226,0.952,0.44,5.81663687003054e-22,"26","AAEL013505"
"AAEL0059785",6.74578551397238e-26,1.08336481970147,0.976,0.55,8.03760343989809e-22,"26","AAEL005978"
"AAEL0194332",1.9082710427283e-25,1.13956194678718,0.905,0.347,2.27370494741077e-21,"26","AAEL019433"
"AAEL0279264",6.66637773321802e-23,1.0265183817334,0.595,0.126,7.94298906912928e-19,"26","AAEL027926"
"AAEL0026846",5.39834003143054e-20,1.02059752084137,0.857,0.288,6.43212214744949e-16,"26","AAEL002684"
"AAEL0214331",3.87574922200297e-19,1.02675270614182,0.667,0.188,4.61795519801653e-15,"26","AAEL021433"
"AAEL0043963",8.88507600625537e-17,1.08641366821225,0.738,0.306,1.05865680614533e-12,"26","AAEL004396"
"AAEL0083564",1.12646304404878e-38,1.2906830135519,0.952,0.239,1.34218071698412e-34,"27","AAEL008356"
"AAEL0034074",2.91112330554271e-37,1.42665580366541,0.976,0.303,3.46860341855413e-33,"27","AAEL003407"
"AAEL0197706",3.55107645612726e-32,1.37414238649357,1,0.458,4.23110759747563e-28,"27","AAEL019770"
"AAEL0050148",1.82875628944627e-29,1.1095030862162,1,0.609,2.17896311887523e-25,"27","AAEL005014"
"AAEL0208553",2.96090639300597e-28,1.0872638882651,0.976,0.529,3.52791996726662e-24,"27","AAEL020855"
"AAEL0027545",2.39704499632135e-26,1.11932502559489,0.905,0.349,2.85607911311689e-22,"27","AAEL002754"
"AAEL0052046",3.31284835157983e-24,1.11173775107446,0.905,0.335,3.94725881090736e-20,"27","AAEL005204"
"AAEL0059773",3.52992506908529e-24,1.01624923981034,0.738,0.187,4.20590571981513e-20,"27","AAEL005977"
"AAEL0043053",3.91601568696382e-22,1.03397976966443,0.881,0.35,4.66593269101739e-18,"27","AAEL004305"
"AAEL0181465",4.58053413501752e-22,1.02401810850085,0.905,0.36,5.45770642187338e-18,"27","AAEL018146"
"AAEL003966",7.72320685433757e-297,1.59712742434045,0.725,0.012,9.20220096694321e-293,"28","AAEL003966"
"AAEL001423",1.51540756944505e-105,1.09533300487062,0.45,0.014,1.80560811899377e-101,"28","AAEL001423"
"AAEL006526",1.62933933580762e-93,1.43878600998536,0.6,0.03,1.94135781861478e-89,"28","AAEL006526"
"AAEL0048251",3.03473703837828e-75,1.60618163731623,0.75,0.063,3.61588918122772e-71,"28","AAEL004825"
"AAEL0121101",2.09689707150228e-52,1.4551190689333,0.75,0.086,2.49845286069497e-48,"28","AAEL012110"
"AAEL0196021",2.00521388395475e-50,1.10144177122198,0.475,0.035,2.38921234273209e-46,"28","AAEL019602"
"AAEL008370",1.19507178977122e-48,1.14349528310486,0.475,0.037,1.4239280375124e-44,"28","AAEL008370"
"AAEL0023082",1.84969410400798e-48,1.23044410079621,0.55,0.05,2.20391052492551e-44,"28","AAEL002308"
"AAEL0098691",7.28064858505145e-47,1.25257841103577,0.575,0.058,8.6748927890888e-43,"28","AAEL009869"
"AAEL0048032",1.37908076260197e-41,1.24351007518511,0.625,0.076,1.64317472864024e-37,"28","AAEL004803"
"AAEL0059501",3.2995092070069e-39,1.37985518087001,0.7,0.102,3.93136522014872e-35,"28","AAEL005950"
"AAEL0012992",4.01665407853533e-37,1.36794898945343,0.725,0.118,4.78584333457484e-33,"28","AAEL001299"
"AAEL0196943",7.59183925953498e-37,1.4867316416397,0.9,0.205,9.04567647773593e-33,"28","AAEL019694"
"AAEL0045833",3.64241539742585e-36,1.46603851002846,0.85,0.174,4.3399379460329e-32,"28","AAEL004583"
"AAEL0058491",3.17850895723014e-30,1.1722112718223,0.575,0.09,3.78719342253971e-26,"28","AAEL005849"
"AAEL0236941",1.24444505956764e-29,1.3455044204038,0.875,0.268,1.48275628847484e-25,"28","AAEL023694"
"AAEL0271313",1.77886864282356e-29,1.26056356149148,0.7,0.129,2.11952198792428e-25,"28","AAEL027131"
"AAEL0033783",4.51283714926639e-28,1.31453488533632,0.925,0.35,5.37704546335091e-24,"28","AAEL003378"
"AAEL0196341",1.0678345136843e-26,1.1813828688303,0.6,0.109,1.27232482305484e-22,"28","AAEL019634"
"AAEL0198452",6.06383682522213e-25,1.34749144755042,0.875,0.3,7.22506157725216e-21,"28","AAEL019845"
"AAEL0194262",9.02454549444721e-23,1.16309599795586,0.725,0.18,1.07527459566339e-18,"28","AAEL019426"
"AAEL0260435",1.32053696226162e-21,1.12579440205515,0.625,0.14,1.57341979053472e-17,"28","AAEL026043"
"AAEL0101453",7.76537170464983e-20,1.05392973172496,0.65,0.153,9.25244038609028e-16,"28","AAEL010145"
"AAEL0010461",5.1204498738671e-19,1.08242450779181,0.525,0.118,6.10101602471265e-15,"28","AAEL001046"
"AAEL0076513",1.0811113522251e-18,1.11211061179267,0.7,0.242,1.28814417617621e-14,"28","AAEL007651"
"AAEL0245402",6.24739292374191e-18,1.05668012465361,0.6,0.149,7.44376866863848e-14,"28","AAEL024540"
"AAEL0196724",1.17597910026457e-17,1.05008974719248,0.6,0.159,1.40117909796524e-13,"28","AAEL019672"
"AAEL0071972",9.17343464127263e-17,1.06329634349866,0.625,0.172,1.09301473750763e-12,"28","AAEL007197"
"AAEL0197723",1.22134617322666e-16,1.04906832380028,0.675,0.227,1.45523396539956e-12,"28","AAEL019772"
"AAEL0195891",1.44130893515072e-15,1.01422246898575,0.7,0.295,1.71731959623208e-11,"28","AAEL019589"
"AAEL0020493",1.28845024007624e-13,1.04501805620253,0.55,0.176,1.53518846105084e-09,"28","AAEL002049"
"AAEL011275",0,1.67522355943145,0.889,0.006,0,"29","AAEL011275"
"AAEL010766",4.71558528634252e-160,1.09431025526039,0.5,0.01,5.61861986867711e-156,"29","AAEL010766"
"AAEL007542",1.69894530443087e-143,2.29149623077221,0.944,0.047,2.02429333022939e-139,"29","AAEL007542"
"AAEL0016411",9.1290456090627e-133,1.54037075341708,0.806,0.034,1.08772578431982e-128,"29","AAEL001641"
"AAEL0018991",2.48638305891499e-104,1.87408614353893,0.889,0.058,2.96252541469721e-100,"29","AAEL001899"
"AAEL0182401",2.78893527605508e-103,1.93095038722546,0.972,0.073,3.32301638141963e-99,"29","AAEL018240"
"AAEL0081412",1.71033937834522e-102,1.50109458967396,0.833,0.049,2.03786936929833e-98,"29","AAEL008141"
"AAEL0057931",2.39823077592677e-87,2.29827320091928,1,0.096,2.85749196951674e-83,"29","AAEL005793"
"AAEL027023",1.69444056237293e-83,1.11102339793843,0.5,0.021,2.01892593006734e-79,"29","AAEL027023"
"AAEL0106813",1.73504671606522e-77,1.81871902127694,1,0.099,2.06730816219171e-73,"29","AAEL010681"
"AAEL0269282",1.04614961685414e-72,1.36359595551973,0.75,0.057,1.2464872684817e-68,"29","AAEL026928"
"AAEL003550",6.75669629979248e-72,1.16716079319239,0.528,0.027,8.05060364120274e-68,"29","AAEL003550"
"AAEL024793",1.41771765127544e-61,1.05377528363396,0.528,0.032,1.68921058149468e-57,"29","AAEL024793"
"AAEL0181391",2.38730069008628e-61,1.56180096516047,0.806,0.082,2.8444687722378e-57,"29","AAEL018139"
"AAEL0267642",2.9793040474927e-60,1.54980119217141,0.889,0.104,3.54984077258756e-56,"29","AAEL026764"
"AAEL0245403",1.21177104071402e-59,1.97125146715519,1,0.148,1.44382519501076e-55,"29","AAEL024540"
"AAEL0054765",1.96489339393143e-56,1.6692304733183,0.917,0.12,2.3411704788693e-52,"29","AAEL005476"
"AAEL0037134",2.17088117075492e-56,1.27663193604888,0.639,0.051,2.58660491495449e-52,"29","AAEL003713"
"AAEL0233483",2.24271805865705e-55,1.52441920524739,0.889,0.113,2.67219856688987e-51,"29","AAEL023348"
"AAEL0101022",4.3860789853088e-53,1.48414426703536,0.833,0.094,5.22601311099544e-49,"29","AAEL010102"
"AAEL014216",4.51143502484592e-53,1.18265277713965,0.611,0.052,5.37537483210392e-49,"29","AAEL014216"
"AAEL0022534",1.31293264445793e-50,1.57091893859294,0.917,0.131,1.56435924587162e-46,"29","AAEL002253"
"AAEL003211",8.8373301813211e-49,1.02875768677934,0.5,0.037,1.05296789110441e-44,"29","AAEL003211"
"AAEL0194263",3.77693557115259e-48,1.70177995045416,1,0.179,4.50021873302831e-44,"29","AAEL019426"
"AAEL022162",8.34435426949512e-48,1.6224288050719,0.889,0.138,9.94229811210344e-44,"29","AAEL022162"
"AAEL0064123",3.96972872244969e-45,1.37789425376015,0.75,0.09,4.72993177279881e-41,"29","AAEL006412"
"AAEL0135251",1.4085568500781e-44,1.18354433804981,0.556,0.05,1.67829548686806e-40,"29","AAEL013525"
"AAEL0033224",3.11688327626731e-42,1.87504310429558,0.944,0.204,3.7137664236725e-38,"29","AAEL003322"
"AAEL0073221",3.85432910707176e-42,1.30946769957373,0.75,0.1,4.592433131076e-38,"29","AAEL007322"
"AAEL0271314",1.7359774438195e-41,1.42238271591027,0.861,0.129,2.06841712431093e-37,"29","AAEL027131"
"AAEL0169722",1.14409826177722e-37,1.30253281863804,0.75,0.114,1.36319307890756e-33,"29","AAEL016972"
"AAEL0244971",2.23581713739066e-36,1.4627694940337,0.833,0.163,2.66397611920097e-32,"29","AAEL024497"
"AAEL0140222",4.79188748195082e-36,1.03550020565877,0.583,0.066,5.7095339347444e-32,"29","AAEL014022"
"AAEL0145103",2.46212200259633e-35,1.6475601824039,1,0.302,2.93361836609352e-31,"29","AAEL014510"
"AAEL0199871",1.17646259387965e-33,1.18183577151023,0.667,0.097,1.40175518060761e-29,"29","AAEL019987"
"AAEL0199353",3.16714132919147e-31,1.16731758064945,0.667,0.098,3.77364889373163e-27,"29","AAEL019935"
"AAEL012925",1.25709485368066e-29,1.47406943618006,1,0.447,1.49782851816051e-25,"29","AAEL012925"
"AAEL0243323",2.66846484514167e-28,1.32889805245059,0.889,0.256,3.1794758629863e-24,"29","AAEL024332"
"AAEL0072401",4.32831497945433e-28,1.37927777737207,0.972,0.39,5.15718729801983e-24,"29","AAEL007240"
"AAEL0264373",4.99917188570935e-27,1.02669493349235,0.639,0.105,5.95651330182269e-23,"29","AAEL026437"
"AAEL0196193",1.50052690255327e-25,1.17494121955857,0.778,0.187,1.78787780439222e-21,"29","AAEL019619"
"AAEL0047311",1.70127618909802e-25,1.14651526610199,0.944,0.323,2.0270705793103e-21,"29","AAEL004731"
"AAEL0275972",7.12330211623011e-25,1.19223119657006,0.917,0.312,8.48741447148817e-21,"29","AAEL027597"
"AAEL0134582",2.68585193655266e-24,1.31425825312071,0.639,0.122,3.20019258240249e-20,"29","AAEL013458"
"AAEL0017765",5.83815642868716e-24,1.20845151062043,0.75,0.175,6.95616338478075e-20,"29","AAEL001776"
"AAEL0196725",6.4571041088629e-24,1.04365569226873,0.75,0.159,7.69363954571015e-20,"29","AAEL019672"
"AAEL0231073",1.04346861578464e-23,1.01088779347746,1,0.629,1.2432928557074e-19,"29","AAEL023107"
"AAEL0187003",1.33454010137215e-23,1.19309809270231,0.972,0.536,1.59010453078491e-19,"29","AAEL018700"
"AAEL0215544",1.42226464453184e-23,1.11433588235835,0.972,0.444,1.69462832395969e-19,"29","AAEL021554"
"AAEL0069223",3.45476759945232e-22,1.06858827121809,0.667,0.143,4.11635559474744e-18,"29","AAEL006922"
"AAEL0197724",1.3203058627501e-21,1.07913087802238,0.833,0.226,1.57314443546674e-17,"29","AAEL019772"
"AAEL0108816",8.30593569012327e-20,1.0830774023504,0.889,0.361,9.89652237478188e-16,"29","AAEL010881"
"AAEL0057262",2.81589782525093e-19,1.05311416809807,0.833,0.303,3.35514225878648e-15,"29","AAEL005726"
"AAEL0146364",2.86108396663903e-19,1.1126202356652,0.861,0.384,3.4089815462504e-15,"29","AAEL014636"
"AAEL0014926",4.92792685188791e-19,1.13887269707643,0.778,0.26,5.87162484402445e-15,"29","AAEL001492"
"AAEL0246022",7.30611626269912e-19,1.04743523482408,0.694,0.185,8.70523752700601e-15,"29","AAEL024602"
"AAEL0050443",5.12383114836995e-18,1.02563346720493,0.722,0.219,6.1050448132828e-14,"29","AAEL005044"
"AAEL0110888",1.61015619508198e-17,1.0595632589989,0.694,0.199,1.91850110644018e-13,"29","AAEL011088"
"AAEL0210825",2.50917058503581e-17,1.00055499762702,0.944,0.47,2.98967675207017e-13,"29","AAEL021082"
"AAEL0067762",4.57478348582562e-17,1.01399954526219,0.833,0.365,5.45085452336122e-13,"29","AAEL006776"
"AAEL0194323",1.22405845446847e-16,1.13915430861453,0.667,0.194,1.45846564849919e-12,"29","AAEL019432"
"AAEL0198453",3.37499844621094e-16,1.01240091065238,0.806,0.3,4.02131064866033e-12,"29","AAEL019845"
"AAEL0147652",8.27035535488474e-12,1.29548204359655,0.5,0.156,9.85412840534517e-08,"29","AAEL014765"
"AAEL007493",1.54905859746529e-103,2.39785187246391,1,0.072,1.84570331887989e-99,"30","AAEL007493"
"AAEL001344",3.85276178134712e-97,1.31488335152192,0.697,0.032,4.59056566247509e-93,"30","AAEL001344"
"AAEL0066021",5.21676546810525e-72,1.80065628155517,0.727,0.051,6.2157760552474e-68,"30","AAEL006602"
"AAEL000630",3.00823531934408e-66,1.07449105811792,0.424,0.017,3.58431238299847e-62,"30","AAEL000630"
"AAEL001754",8.4051878815128e-34,1.46214702219285,0.455,0.041,1.00147813608225e-29,"30","AAEL001754"
"AAEL0224024",5.13238355295718e-32,1.38197700778414,0.909,0.207,6.11523500334847e-28,"30","AAEL022402"
"AAEL0090243",9.62925931444658e-31,1.45677511659841,0.848,0.178,1.14732624731631e-26,"30","AAEL009024"
"AAEL0182083",2.6255323887246e-28,1.00266076692755,0.697,0.107,3.12832184116536e-24,"30","AAEL018208"
"AAEL0169971",3.31417591201503e-22,1.02977012813829,0.636,0.121,3.94884059916591e-18,"30","AAEL016997"
"AAEL0116435",1.73614805337821e-21,1.10136605595345,0.879,0.234,2.06862040560014e-17,"30","AAEL011643"
"AAEL0128874",9.36818829091471e-20,1.08386100838836,1,0.52,1.11621963486249e-15,"30","AAEL012887"
"AAEL020452",0,2.58445133112101,1,0.005,0,"31","AAEL020452"
"AAEL019525",0,2.03630638741526,0.944,0.006,0,"31","AAEL019525"
"AAEL026217",0,1.62613847608739,0.667,0.001,0,"31","AAEL026217"
"AAEL002417",1.79358741114241e-213,1.11621320764929,0.444,0.003,2.13705940037618e-209,"31","AAEL002417"
"AAEL019618",7.28608767090314e-202,2.36008667892652,1,0.018,8.68137345988109e-198,"31","AAEL019618"
"AAEL002565",2.52146163379838e-183,1.98469171057099,0.889,0.015,3.00432153667077e-179,"31","AAEL002565"
"AAEL010205",6.39733231471536e-111,1.15245552974307,0.444,0.006,7.62242145298335e-107,"31","AAEL010205"
"AAEL010850",2.76776125906037e-77,1.21037745405009,0.444,0.009,3.29778754017043e-73,"31","AAEL010850"
"AAEL019799",2.10737555011276e-75,1.70701474463658,0.778,0.031,2.51093796795936e-71,"31","AAEL019799"
"AAEL0226091",5.65440879785336e-58,1.77217517201324,0.833,0.048,6.73722808264228e-54,"31","AAEL022609"
"AAEL024598",1.30872983785304e-46,1.43584204206715,0.611,0.031,1.5593516018019e-42,"31","AAEL024598"
"AAEL004972",2.29100174418972e-44,1.36807743870154,0.556,0.026,2.72972857820206e-40,"31","AAEL004972"
"AAEL010147",7.31633934181306e-32,1.13957402503908,0.444,0.024,8.71741832577026e-28,"31","AAEL010147"
"AAEL019812",1.1416031975253e-29,1.16436667791744,0.444,0.025,1.36022020985139e-25,"31","AAEL019812"
"AAEL024583",1.72932413671899e-25,1.03072431784189,0.444,0.03,2.06048970890068e-21,"31","AAEL024583"
"AAEL025514",2.07532856794859e-25,1.27615257029422,0.556,0.047,2.47275398871074e-21,"31","AAEL025514"
"AAEL007407",9.12532235629517e-22,1.3194283005462,0.611,0.068,1.08728215875257e-17,"31","AAEL007407"
"AAEL009466",1.96358489456467e-17,1.26433461182586,0.5,0.057,2.3396114018738e-13,"31","AAEL009466"
"AAEL019451",2.91236090914798e-17,1.42755598055622,0.778,0.151,3.47007802324982e-13,"31","AAEL019451"
"AAEL011191",2.19261369104841e-15,1.15132114459723,0.556,0.08,2.61249921288418e-11,"31","AAEL011191"
"AAEL0091121",2.53124734114283e-13,1.34905046753018,0.667,0.14,3.01598120697168e-09,"31","AAEL009112"
"AAEL0197202",3.28641870038647e-12,1.2419200812266,0.944,0.454,3.91576788151048e-08,"31","AAEL019720"
"AAEL007632",4.36955680242391e-11,1.01380446327296,0.5,0.087,5.20632693008809e-07,"31","AAEL007632"
"AAEL0091146",1.17489080963189e-10,1.09993225874196,0.944,0.419,1.39988239967639e-06,"31","AAEL009114"
"AAEL0065822",1.08426619466936e-09,1.11682514402427,0.722,0.251,1.29190317094854e-05,"31","AAEL006582"
"AAEL0125135",6.21224866307632e-08,1.00542170820449,0.778,0.394,0.000740189428205543,"31","AAEL012513"
"AAEL0096305",1.16347674824596e-06,1.00552281993621,0.833,0.651,0.0138628254553507,"31","AAEL009630"
