p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
6.01630652770452e-17,0.404221878927164,0.266,0.114,7.16842922775994e-13,6,AAEL007169
1.74213028720851e-16,0.30316535296174,0.752,0.625,2.07574823720893e-12,6,AAEL018232
6.25700937177476e-16,0.411686902542289,0.532,0.355,7.45522666646962e-12,6,AAEL007129
1.27917308853941e-15,0.362002451492327,0.565,0.391,1.5241347349947e-11,6,AAEL026581
2.55047581712382e-15,0.287817278687061,0.849,0.695,3.03889193610303e-11,6,AAEL009763
6.34458567194264e-15,0.363465818553847,0.662,0.478,7.55957382811966e-11,6,AAEL005649
8.99402843824105e-15,0.265935130448966,0.763,0.655,1.07163848841642e-10,6,AAEL012056
1.82608374729183e-14,0.266189727151095,0.781,0.663,2.17577878489821e-10,6,AAEL012911
2.73474053700716e-14,0.312823735144487,0.683,0.557,3.25844334984403e-10,6,AAEL022793
2.99909017344637e-14,0.365413598876938,0.597,0.433,3.57341594166135e-10,6,AAEL019805
3.62155042127046e-14,0.366531297287667,0.525,0.383,4.31507732694376e-10,6,AAEL028237
9.59114222947515e-14,0.306979638932571,0.669,0.535,1.14278459664196e-09,6,AAEL019907
1.55435213011585e-13,0.303119807276423,0.734,0.581,1.85201056303304e-09,6,AAEL000243
2.57611450755629e-13,0.317072608714998,0.795,0.587,3.06944043575332e-09,6,AAEL019407
2.70058150459593e-13,0.369469747778541,0.457,0.286,3.21774286272605e-09,6,AAEL022610
7.13875739605316e-13,0.32268400184891,0.59,0.465,8.50582943739734e-09,6,AAEL021222
2.49927263347672e-12,0.301603856576483,0.651,0.509,2.97788334278752e-08,6,AAEL005674
1.72275470300302e-11,0.277443124760872,0.73,0.58,2.0526622286281e-07,6,AAEL023379
2.02637111983942e-11,0.275106524057053,0.68,0.545,2.41442118928867e-07,6,AAEL012412
2.0686020959419e-11,0.326782641083153,0.507,0.391,2.46473939731477e-07,6,AAEL013445
2.30307984070365e-11,0.261416963466727,0.802,0.649,2.74411963019839e-07,6,AAEL006394
3.62213849022791e-11,0.276605050479038,0.741,0.582,4.31577801110656e-07,6,AAEL000123
8.53508093948077e-11,0.322390023491156,0.266,0.141,1.01695489393913e-06,6,AAEL006922
9.06344211693822e-11,0.282985585501768,0.615,0.48,1.07990912823319e-06,6,AAEL024359
1.70436453977343e-10,0.273309916483212,0.698,0.568,2.03075034914005e-06,6,AAEL005463
2.04030000136846e-10,0.33129137442619,0.428,0.3,2.43101745163052e-06,6,AAEL009169
2.9227491211065e-10,0.306540246896626,0.583,0.44,3.4824555777984e-06,6,AAEL000536
3.43047876462619e-10,0.258088701463022,0.622,0.497,4.08741544805211e-06,6,AAEL001281
5.77875078687989e-10,0.26925898419814,0.604,0.49,6.88538156256739e-06,6,AAEL024112
3.87490169572693e-09,0.300688857609091,0.414,0.276,4.61694537045864e-05,6,AAEL022542
4.67186868195653e-09,0.290299015530307,0.482,0.369,5.5665315345512e-05,6,AAEL014340
6.15668842680778e-09,0.288398271144932,0.504,0.384,7.33569426054147e-05,6,AAEL007876
2.08799310948439e-08,0.2981547738485,0.403,0.296,0.000248784378995065,6,AAEL020233
2.71070727823429e-08,0.293340870846978,0.263,0.156,0.000322980772201616,6,AAEL021427
3.26721787984728e-08,0.297727393921944,0.317,0.197,0.000389289010383803,6,AAEL011088
9.51523904866279e-08,0.267375084213101,0.457,0.334,0.00113374073264817,6,AAEL002583
9.54655251093831e-08,0.281184863589055,0.291,0.181,0.0011374717316783,6,AAEL021538
2.85653411172411e-07,0.298013423487329,0.277,0.179,0.00340356039411928,6,AAEL005364
3.03766751064413e-07,0.251956377582972,0.302,0.188,0.00361938083893248,6,AAEL010395
3.98020186599262e-07,0.251286353202571,0.525,0.4,0.00474241052333021,6,AAEL002692
4.7872367619507e-07,0.299634590988727,0.36,0.254,0.00570399260186426,6,AAEL007105
6.26256110367276e-07,0.285958639466986,0.349,0.25,0.00746184155502609,6,AAEL013216
1.92546363585248e-06,0.262182773456768,0.255,0.165,0.0229418992211824,6,AAEL022496
1.82889852823915e-05,0.250894175072798,0.302,0.221,0.217913259639694,6,AAEL025017
0,1.93890333041432,0.923,0.074,0,7,AAEL010681
0,1.89124356592528,0.931,0.068,0,7,AAEL010102
0,1.88678625493032,0.973,0.143,0,7,AAEL021576
0,1.84911975868753,0.958,0.122,0,7,AAEL024540
0,1.77412340578239,0.977,0.154,0,7,AAEL019426
0,1.75836587776509,0.912,0.096,0,7,AAEL013458
0,1.75276734006935,0.874,0.071,0,7,AAEL004496
0,1.59507215224214,0.797,0.066,0,7,AAEL024887
0,1.43250990829408,0.778,0.068,0,7,AAEL006412
0,1.3075321297235,0.651,0.04,0,7,AAEL001899
0,1.17742864673002,0.556,0.021,0,7,AAEL008046
0,0.938024398894215,0.41,0.009,0,7,AAEL004097
0,0.752191632077696,0.322,0.006,0,7,AAEL019988
1.53006441888084e-298,1.50447725185858,0.862,0.106,1.82307175509653e-294,7,AAEL027131
5.51638882542635e-298,1.5145089587557,0.851,0.109,6.5727772854955e-294,7,AAEL002253
3.85844315323202e-285,1.41959562198662,0.778,0.092,4.59733501707595e-281,7,AAEL011206
1.02343092832196e-282,1.53760558104799,0.789,0.099,1.21941795109562e-278,7,AAEL005476
5.42530385646405e-269,1.72346613263495,0.893,0.148,6.46424954497691e-265,7,AAEL007197
3.08804469904446e-263,0.980293166317915,0.464,0.027,3.67940525891147e-259,7,AAEL002638
8.13528970178775e-262,1.10552906862421,0.51,0.035,9.6931976796801e-258,7,AAEL013525
2.11823685061441e-251,1.03932130416055,0.533,0.04,2.52387920750707e-247,7,AAEL011248
1.92215016314368e-248,1.48486595763879,0.851,0.13,2.29024191938569e-244,7,AAEL010145
2.79940424098554e-246,1.59034229758484,0.931,0.194,3.33549015313427e-242,7,AAEL004479
1.1255630215784e-245,1.30481246060865,0.693,0.079,1.34110834021066e-241,7,AAEL019935
1.43168506226499e-216,1.83120704901229,0.992,0.33,1.70585275168873e-212,7,AAEL025130
2.65810907567404e-216,1.55940524692388,0.973,0.281,3.16713696366561e-212,7,AAEL014510
5.21964981670786e-206,1.02672953915567,0.54,0.054,6.21921275660741e-202,7,AAEL004930
8.36479768232819e-203,1.53843780324436,0.931,0.262,9.96665643849404e-199,7,AAEL006707
1.02747133556073e-202,1.38382978489782,0.851,0.176,1.22423209632061e-198,7,AAEL009658
4.67423405799902e-201,1.33397690258247,0.87,0.16,5.56934988010583e-197,7,AAEL025477
1.02737382230001e-197,0.873024206536534,0.437,0.035,1.22411590927046e-193,7,AAEL009679
6.73335559994265e-194,1.31566353174612,0.797,0.156,8.02279319733166e-190,7,AAEL027514
5.24382802130804e-189,1.33274462896959,0.686,0.112,6.24802108738853e-185,7,AAEL022493
7.64093340905631e-183,0.629908785455022,0.28,0.013,9.1041721568906e-179,7,AAEL005966
1.47825232646346e-177,1.33699336332471,0.762,0.157,1.76133764698121e-173,7,AAEL018117
3.99558765725029e-169,1.09931716824865,0.575,0.082,4.76074269361372e-165,7,AAEL019987
9.05950799513537e-166,0.863968364288405,0.433,0.042,1.07944037762038e-161,7,AAEL019562
1.32819249360808e-163,1.06302151617734,0.582,0.086,1.58254135613403e-159,7,AAEL007322
5.13354626244737e-162,1.29911775285217,0.985,0.486,6.11662037170604e-158,7,AAEL027099
1.62532752335166e-157,1.08232279870035,0.636,0.102,1.93657774407351e-153,7,AAEL001299
3.01239600255359e-157,1.24472876802115,0.739,0.162,3.5892698370426e-153,7,AAEL008705
9.38014640517031e-155,0.822147372268079,0.418,0.041,1.11764444417604e-150,7,AAEL003713
1.00145443920016e-154,1.14971717840297,0.77,0.156,1.193232964307e-150,7,AAEL004583
4.12626991188597e-149,0.596852325131184,0.264,0.015,4.91645060001214e-145,7,AAEL006271
1.02949581249686e-148,0.877478447462457,0.471,0.056,1.22664426059001e-144,7,AAEL012092
3.76847094321141e-146,1.12427454228229,0.973,0.522,4.49013312883639e-142,7,AAEL018700
5.11235917945027e-146,1.26689254236783,0.808,0.213,6.09137596231499e-142,7,AAEL018154
4.66164684922304e-142,1.01548866464227,0.981,0.618,5.55435222084925e-138,7,AAEL023107
1.33964477389274e-141,0.758252398974813,1,0.82,1.5961867480932e-137,7,AAEL019860
2.87347923663549e-138,0.875063297019323,0.429,0.052,3.42375051045119e-134,7,AAEL023787
1.41426985526331e-134,1.19174295968589,0.755,0.189,1.68510253254623e-130,7,AAEL019694
1.37520102817674e-133,0.909510367558871,0.464,0.063,1.63855202507258e-129,7,AAEL023745
7.55947780413334e-133,0.885741905530116,0.349,0.034,9.00711780362488e-129,7,AAEL006535
6.85877734984843e-132,0.970217473767025,0.989,0.575,8.17223321234441e-128,7,AAEL000860
8.72488975497587e-132,0.796770585650744,0.379,0.041,1.03957061430538e-127,7,AAEL008141
1.21025736955042e-131,0.653222153513147,0.996,0.862,1.44202165581933e-127,7,AAEL019934
3.14769229237398e-130,0.958704998361461,0.517,0.083,3.7504753663636e-126,7,AAEL013840
2.02914257747933e-124,0.885021426611115,0.452,0.063,2.41772338106663e-120,7,AAEL008144
1.06752506452295e-117,0.823488156677563,0.985,0.668,1.2719561143791e-113,7,AAEL001925
3.46544354988997e-117,0.625876559021516,0.307,0.029,4.1290759896939e-113,7,AAEL004919
7.73868489940973e-115,0.97760532055838,0.594,0.126,9.2206430576467e-111,7,AAEL002487
2.85174948752197e-112,1.06685445683758,0.732,0.211,3.39785951438242e-108,7,AAEL019772
1.80592106991923e-110,0.879663520809975,0.414,0.058,2.15175495480876e-106,7,AAEL005772
