"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled","V6"
"Pharaoh-ant-025076",0.0150291640929223,0.12970168612192,"Pharaoh-ant-02507","6",2.5,"OG0009736"
"Pharaoh-ant-106646",0.0229686343083405,0.518806744487678,"Pharaoh-ant-10664","6",-0.480670116716817,"OG0000596"
"Pharaoh-ant-079916",2.67783232423852,23.8651102464332,"Pharaoh-ant-07991","6",0.300121865858677,"OG0000006"
"Pharaoh-ant-047356",0.504578161495773,5.18806744487678,"Pharaoh-ant-04735","6",1.27325484150142,"OG0000081"
"Pharaoh-ant-006636",0.457980414054479,5.05836575875486,"Pharaoh-ant-00663","6",-0.532090491059601,"OG0000006"
"Pharaoh-ant-094686",0.575160484108045,7.91180285343709,"Pharaoh-ant-09468","6",-0.831136228006684,"OG0006520"
"Pharaoh-ant-166946",0.00612956928742531,0.12970168612192,"Pharaoh-ant-16694","6",-0.467786613574762,"OG0000248"
"Pharaoh-ant-073706",7.79909765090852,55.6420233463035,"Pharaoh-ant-07370","6",-0.688860809438796,"OG0000547"
"Pharaoh-ant-008586",0,0,"Pharaoh-ant-00858","6",-0.351321279189239,"OG0000253"
"Pharaoh-ant-109756",0.0680784906516912,1.03761348897536,"Pharaoh-ant-10975","6",0.150717890428195,"OG0000004"
"Pharaoh-ant-108466",0.0589149418582047,0.907911802853437,"Pharaoh-ant-10846","6",-0.270172247401357,"OG0000123"
"Pharaoh-ant-083076",0.0802747224178454,0.778210116731518,"Pharaoh-ant-08307","6",-0.546633434972476,"OG0000248"
"Pharaoh-ant-106556",0.0143247597819523,0.259403372243839,"Pharaoh-ant-10655","6",-0.686544266593512,"OG0000803"
"Pharaoh-ant-000466",0.260358186082598,4.53955901426719,"Pharaoh-ant-00046","6",-0.242839153601332,"OG0000081"
"Pharaoh-ant-120836",0,0,"Pharaoh-ant-12083","6",-0.248319394473681,"OG0000248"
"Pharaoh-ant-122416",0.6839075010626,8.69001297016861,"Pharaoh-ant-12241","6",-0.85097201558712,"OG0002743"
"Pharaoh-ant-084056",0.0275743706517954,0.389105058365759,"Pharaoh-ant-08405","6",0.192393263528343,"OG0000188"
"Pharaoh-ant-167486",0.131748933968976,1.81582360570687,"Pharaoh-ant-16748","6",-0.28414199169687,"OG0025906"
"Pharaoh-ant-165346",0.0142843266654096,0.12970168612192,"Pharaoh-ant-16534","6",-0.188162317168697,"OG0055391"
"Pharaoh-ant-059196",0,0,"Pharaoh-ant-05919","6",-0.335285075926139,"OG0010099"
"Pharaoh-ant-123416",0.0133300807936197,0.12970168612192,"Pharaoh-ant-12341","6",1.77738186559447,"OG0000248"
"Pharaoh-ant-184966",0,0,"Pharaoh-ant-18496","6",-0.364765884265756,"OG0010099"
"Pharaoh-ant-161496",0,0,"Pharaoh-ant-16149","6",-0.393331565457478,"OG0000188"
"Pharaoh-ant-057266",0,0,"Pharaoh-ant-05726","6",-0.358246446462355,"OG0095027"
"Pharaoh-ant-039646",0.27594827534314,2.33463035019455,"Pharaoh-ant-03964","6",2.22153692538128,"OG0000248"
"Pharaoh-ant-012986",0.186132988537107,2.46433203631647,"Pharaoh-ant-01298","6",0.144947575292251,"OG0001228"
"Pharaoh-ant-013716",0,0,"Pharaoh-ant-01371","6",-0.529952217914087,"OG0016389"
"Pharaoh-ant-108846",0,0,"Pharaoh-ant-10884","6",-0.317038113447351,"OG0007591"
"Pharaoh-ant-182286",0.00792313293353205,0.12970168612192,"Pharaoh-ant-18228","6",2.5,"OG0007591"
"Pharaoh-ant-112666",0.00552392189616353,0.12970168612192,"Pharaoh-ant-11266","6",-0.12639784790713,"OG0003064"
"Pharaoh-ant-007586",1.68980678505637,20.2334630350195,"Pharaoh-ant-00758","6",1.53068496941098,"OG0000462"
"Pharaoh-ant-005956",0.087251244626175,0.778210116731518,"Pharaoh-ant-00595","6",-0.616443756208717,"OG0000596"
"Pharaoh-ant-058206",0.857744242946223,10.8949416342412,"Pharaoh-ant-05820","6",0.123432829471846,"OG0000188"
"Pharaoh-ant-027476",0.0920994343369639,1.16731517509728,"Pharaoh-ant-02747","6",-0.499428409768835,"OG0000004"
"Pharaoh-ant-136616",0.0116638206944172,0.12970168612192,"Pharaoh-ant-13661","6",1.35912899937274,"OG0001902"
"Pharaoh-ant-056426",0,0,"Pharaoh-ant-05642","6",-0.883812986177207,"OG0000004"
"Pharaoh-ant-184916",0,0,"Pharaoh-ant-18491","6",-0.383703139497306,"OG0010099"
"Pharaoh-ant-053066",1.56090873607206,14.9156939040208,"Pharaoh-ant-05306","6",1.00556005603424,"OG0000067"
"Pharaoh-ant-121276",0.0274880101030697,0.518806744487678,"Pharaoh-ant-12127","6",-0.496282554413491,"OG0000248"
"Pharaoh-ant-150896",1.62955705866794,19.1958495460441,"Pharaoh-ant-15089","6",-1.08339859333996,"OG0000188"
"Pharaoh-ant-173906",4.37606184011093,39.4293125810636,"Pharaoh-ant-17390","6",0.293692640338365,"OG0000006"
"Pharaoh-ant-084066",0,0,"Pharaoh-ant-08406","6",-0.57974050931779,"OG0039684"
"Pharaoh-ant-079346",0.0158227515967697,0.259403372243839,"Pharaoh-ant-07934","6",-0.266404369676059,"OG0017132"
"Pharaoh-ant-182746",0,0,"Pharaoh-ant-18274","6",-0.489972137055787,"OG0000004"
"Pharaoh-ant-182436",0,0,"Pharaoh-ant-18243","6",-0.258457925268592,"OG0007591"
"Pharaoh-ant-083126",0.00402051103911716,0.12970168612192,"Pharaoh-ant-08312","6",-0.814000705171784,"OG0000004"
"Pharaoh-ant-136066",0,0,"Pharaoh-ant-13606","6",-0.268061342565661,"OG0055253"
"Pharaoh-ant-128366",0.100715510530425,1.55642023346304,"Pharaoh-ant-12836","6",0.235298328000723,"OG0000072"
"Pharaoh-ant-080536",0.846414916077425,8.30090791180285,"Pharaoh-ant-08053","6",-0.628690312890743,"OG0007458"
"Pharaoh-ant-130006",1.68554131137897,21.2710765239948,"Pharaoh-ant-13000","6",-0.892658478916526,"OG0000462"
"Pharaoh-ant-150996",0.242665449635249,3.76134889753567,"Pharaoh-ant-15099","6",-1.96496400034978,"OG0001980"
"Pharaoh-ant-104796",0.184081421260973,2.33463035019455,"Pharaoh-ant-10479","6",-0.684734827234372,"OG0006476"
"Pharaoh-ant-078926",0.0136805603201016,0.259403372243839,"Pharaoh-ant-07892","6",0.185455539663027,"OG0003052"
"Pharaoh-ant-008576",0.0804527191876084,1.03761348897536,"Pharaoh-ant-00857","6",-0.306595231903033,"OG0000253"
"Pharaoh-ant-036246",1.37336619531643,15.5642023346303,"Pharaoh-ant-03624","6",0.480960900470301,"OG0002796"
"Pharaoh-ant-130686",0.0206326158513474,0.389105058365759,"Pharaoh-ant-13068","6",-0.430528698442357,"OG0000158"
"Pharaoh-ant-005776",1.09584553024335,12.970168612192,"Pharaoh-ant-00577","6",-0.98062655122665,"OG0000098"
"Pharaoh-ant-104036",0.145511800471951,1.94552529182879,"Pharaoh-ant-10403","6",-0.577168047565038,"OG0004262"
"Pharaoh-ant-021256",0.596088736940526,7.00389105058366,"Pharaoh-ant-02125","6",1.05294949926157,"OG0004109"
"Pharaoh-ant-056496",0.122937396176143,1.81582360570687,"Pharaoh-ant-05649","6",-0.439571159311237,"OG0000477"
"Pharaoh-ant-038476",0.0052574659960243,0.12970168612192,"Pharaoh-ant-03847","6",-0.431172170033626,"OG0000004"
"Pharaoh-ant-140736",0.0854317034502743,1.03761348897536,"Pharaoh-ant-14073","6",1.80102735274406,"OG0027340"
"Pharaoh-ant-140446",18.0361636355802,74.3190661478599,"Pharaoh-ant-14044","6",0.737701605038043,"OG0001295"
"Pharaoh-ant-079146",0.131384238400738,1.81582360570687,"Pharaoh-ant-07914","6",-0.596268103436606,"OG0000004"
"Pharaoh-ant-032266",0.659808504330746,7.91180285343709,"Pharaoh-ant-03226","6",-0.346275974424617,"OG0000006"
"Pharaoh-ant-174456",0.387975606783436,4.28015564202335,"Pharaoh-ant-17445","6",0.395328123289639,"OG0001846"
"Pharaoh-ant-057116",0,0,"Pharaoh-ant-05711","6",-0.409340484475529,"OG0000188"
"Pharaoh-ant-000426",0.495212754585799,7.65239948119326,"Pharaoh-ant-00042","6",-1.00768026840069,"OG0006400"
"Pharaoh-ant-137976",0.806694287066015,11.284046692607,"Pharaoh-ant-13797","6",0.446430739797557,"OG0002006"
"Pharaoh-ant-156436",1.72034000607388,15.6939040207523,"Pharaoh-ant-15643","6",-0.35736391734909,"OG0000006"
"Pharaoh-ant-090976",8.15946248365957,58.7548638132296,"Pharaoh-ant-09097","6",2.5,"OG0000006"
"Pharaoh-ant-129916",0.0623593715287041,0.907911802853437,"Pharaoh-ant-12991","6",-0.450545437659145,"OG0000195"
"Pharaoh-ant-182247",0.00734217157073047,0.264900662251656,"Pharaoh-ant-18224","7",1.40393819003457,"OG0007591"
"Pharaoh-ant-005967",0,0,"Pharaoh-ant-00596","7",-0.382218034426075,"OG0000596"
"Pharaoh-ant-150457",0.0380310122985637,0.529801324503311,"Pharaoh-ant-15045","7",2.28449450116286,"OG0032319"
"Pharaoh-ant-100247",0.0456646438507418,0.794701986754967,"Pharaoh-ant-10024","7",-0.189078875050638,"OG0000689"
"Pharaoh-ant-064627",0.00766938802118285,0.132450331125828,"Pharaoh-ant-06462","7",-0.455627578627918,"OG0000158"
"Pharaoh-ant-057137",0.333432146514525,5.96026490066225,"Pharaoh-ant-05713","7",-0.477396439936291,"OG0000188"
"Pharaoh-ant-038487",0.0555044757495558,0.794701986754967,"Pharaoh-ant-03848","7",0.0532724626556947,"OG0000004"
"Pharaoh-ant-077837",0,0,"Pharaoh-ant-07783","7",-0.75651141658042,"OG0000006"
"Pharaoh-ant-149857",0.00579397773953752,0.132450331125828,"Pharaoh-ant-14985","7",1.45485090200446,"OG0039705"
"Pharaoh-ant-038797",0.139591466104486,2.25165562913907,"Pharaoh-ant-03879","7",-0.579829754395205,"OG0000006"
"Pharaoh-ant-027187",0.119159231458718,1.72185430463576,"Pharaoh-ant-02718","7",-0.0363862395143216,"OG0000004"
"Pharaoh-ant-110487",0,0,"Pharaoh-ant-11048","7",-0.320546073395708,"OG0028361"
"Pharaoh-ant-090867",0,0,"Pharaoh-ant-09086","7",-0.536625087691063,"OG0002477"
"Pharaoh-ant-044287",0.541756037704261,8.47682119205298,"Pharaoh-ant-04428","7",-0.307821959710519,"OG0000006"
"Pharaoh-ant-073577",0.112883204545564,1.98675496688742,"Pharaoh-ant-07357","7",-0.0572762531600123,"OG0000303"
"Pharaoh-ant-079287",0,0,"Pharaoh-ant-07928","7",-0.242199165794606,"OG0030357"
"Pharaoh-ant-031817",0.157898176300105,2.51655629139073,"Pharaoh-ant-03181","7",-0.351257474942415,"OG0002608"
"Pharaoh-ant-174697",5.66973323978623,54.4370860927152,"Pharaoh-ant-17469","7",0.210234553414899,"OG0000127"
"Pharaoh-ant-015427",0.227809992410689,3.44370860927152,"Pharaoh-ant-01542","7",-0.584187479740817,"OG0000004"
"Pharaoh-ant-057127",0,0,"Pharaoh-ant-05712","7",-0.505293802410321,"OG0000188"
"Pharaoh-ant-063567",0.968540422787085,14.9668874172185,"Pharaoh-ant-06356","7",-0.583046340043497,"OG0002046"
"Pharaoh-ant-047927",0.14619326806001,2.78145695364238,"Pharaoh-ant-04792","7",0.559862463856658,"OG0000081"
"Pharaoh-ant-121677",0.155582455160477,2.64900662251656,"Pharaoh-ant-12167","7",-0.00887832275208629,"OG0003786"
