1,,avg.exp,pct.exp,features.plot,id,avg.exp.scaled,OG
47,Pharaoh-ant-0057712,2.29595902246386,25.4166666666667,Pharaoh-ant-00577,12,1.5650059928227,OG0000098
68,Pharaoh-ant-0057714,2.19369166548506,29.1217257318952,Pharaoh-ant-00577,14,1.34750236651271,OG0000098
77,Pharaoh-ant-0057715,1.9049447322052,27.8125,Pharaoh-ant-00577,15,0.7333914035465,OG0000098
127,Pharaoh-ant-0057724,2.44518731543302,25.2450980392157,Pharaoh-ant-00577,24,1.8823867859488,OG0000098
143,Pharaoh-ant-0057726,2.52912915307772,32.7127659574468,Pharaoh-ant-00577,26,2.0609154448114,OG0000098
180,Pharaoh-ant-0057732,2.13904652581472,29.9065420560748,Pharaoh-ant-00577,32,1.23128232925314,OG0000098
212,Pharaoh-ant-0057737,2.20998090514973,32.4324324324324,Pharaoh-ant-00577,37,1.38214654625458,OG0000098
221,Pharaoh-ant-0057739,2.65754895055517,27.0833333333333,Pharaoh-ant-00577,39,2.33404044252822,OG0000098
4,Pharaoh-ant-174691,6.78686301518712,30.327868852459,Pharaoh-ant-17469,1,0.659636194407753,OG0000127
8,Pharaoh-ant-174692,6.50666067533909,67.2465960665658,Pharaoh-ant-17469,2,0.509519231700713,OG0000127
11,Pharaoh-ant-174693,6.60171776367359,43.956043956044,Pharaoh-ant-17469,3,0.560445577969948,OG0000127
18,Pharaoh-ant-174694,6.73811877915361,67.9602888086643,Pharaoh-ant-17469,4,0.633521720607165,OG0000127
33,Pharaoh-ant-174699,7.46002626521662,45.9037711313394,Pharaoh-ant-17469,9,1.02027994404681,OG0000127
46,Pharaoh-ant-1746911,7.06974093311711,53.448275862069,Pharaoh-ant-17469,11,0.81118658431375,OG0000127
56,Pharaoh-ant-1746912,7.90542043786392,57.5,Pharaoh-ant-17469,12,1.25889758172068,OG0000127
67,Pharaoh-ant-1746913,7.22234697997662,55.049786628734,Pharaoh-ant-17469,13,0.892944489182435,OG0000127
76,Pharaoh-ant-1746914,7.53820651646687,68.7211093990755,Pharaoh-ant-17469,14,1.06216461163283,OG0000127
84,Pharaoh-ant-1746915,7.15331313719426,68.28125,Pharaoh-ant-17469,15,0.855959962900095,OG0000127
95,Pharaoh-ant-1746917,7.84848360236201,34.1894060995185,Pharaoh-ant-17469,17,1.22839396488317,OG0000127
105,Pharaoh-ant-1746918,7.19206869864555,56.6225165562914,Pharaoh-ant-17469,18,0.876723055657382,OG0000127
113,Pharaoh-ant-1746919,7.5724530894744,47.9131886477462,Pharaoh-ant-17469,19,1.08051203701766,OG0000127
125,Pharaoh-ant-1371623,7.78084179464351,55.8891454965358,Pharaoh-ant-13716,23,2.5,OG0000127
126,Pharaoh-ant-1746923,8.31997795362795,63.2794457274827,Pharaoh-ant-17469,23,1.4809946390387,OG0000127
142,Pharaoh-ant-1746925,6.8877545996565,54.5219638242894,Pharaoh-ant-17469,25,0.713688341978893,OG0000127
165,Pharaoh-ant-1746928,7.20026014042475,51.5235457063712,Pharaoh-ant-17469,28,0.881111578468262,OG0000127
208,Pharaoh-ant-1746935,7.62630451472758,63.2183908045977,Pharaoh-ant-17469,35,1.10936266118031,OG0000127
228,Pharaoh-ant-1746939,7.10478934713342,47.2222222222222,Pharaoh-ant-17469,39,0.829963591895778,OG0000127
245,Pharaoh-ant-1746942,7.86646696036808,48,Pharaoh-ant-17469,42,1.23802845646025,OG0000127
6,Pharaoh-ant-150892,5.03641371760691,58.0937972768533,Pharaoh-ant-15089,2,1.1195599663713,OG0000188
9,Pharaoh-ant-150893,4.40154873918668,30.6846999154691,Pharaoh-ant-15089,3,0.680980941843202,OG0000188
16,Pharaoh-ant-150894,4.35118715417223,52.4368231046931,Pharaoh-ant-15089,4,0.646190024750423,OG0000188
20,Pharaoh-ant-150895,4.59557818489544,46.4253393665158,Pharaoh-ant-15089,5,0.815020852566309,OG0000188
24,Pharaoh-ant-150896,5.08086379728291,48.5657764589515,Pharaoh-ant-15089,6,1.15026708244661,OG0000188
31,Pharaoh-ant-150899,5.7130497754722,35.2405721716515,Pharaoh-ant-15089,9,1.58699539328292,OG0000188
64,Pharaoh-ant-1508913,4.49159950914351,37.4110953058321,Pharaoh-ant-15089,13,0.743190041711877,OG0000188
75,Pharaoh-ant-1508914,4.39606858379791,46.8412942989214,Pharaoh-ant-15089,14,0.677195127085152,OG0000188
80,Pharaoh-ant-0571315,1.90361030882697,26.40625,Pharaoh-ant-05713,15,1.27166450832607,OG0000188
81,Pharaoh-ant-0582015,2.23721870413991,28.90625,Pharaoh-ant-05820,15,0.816590225047012,OG0000188
103,Pharaoh-ant-1508918,5.92784312887603,47.8476821192053,Pharaoh-ant-15089,18,1.73537947905401,OG0000188
117,Pharaoh-ant-1508922,4.39899731681194,41.1764705882353,Pharaoh-ant-15089,22,0.679218361807588,OG0000188
137,Pharaoh-ant-1508924,4.99009723263402,37.0098039215686,Pharaoh-ant-15089,24,1.08756349548464,OG0000188
156,Pharaoh-ant-1508927,5.50794531793394,49.4565217391304,Pharaoh-ant-15089,27,1.44530461497391,OG0000188
177,Pharaoh-ant-0571331,4.05810815623728,28.6644951140065,Pharaoh-ant-05713,31,2.5,OG0000188
197,Pharaoh-ant-1508933,4.49210556787127,45.273631840796,Pharaoh-ant-15089,33,0.743539638477677,OG0000188
202,Pharaoh-ant-1508934,7.1039784774721,53.7234042553192,Pharaoh-ant-15089,34,2.5,OG0000188
227,Pharaoh-ant-1508939,5.38750102786814,38.1944444444444,Pharaoh-ant-15089,39,1.36209898693867,OG0000188
240,Pharaoh-ant-0571341,4.12794727369971,32.8,Pharaoh-ant-05713,41,2.5,OG0000188
255,Pharaoh-ant-0571344,3.04713906365906,29.6296296296296,Pharaoh-ant-05713,44,2.5,OG0000188
264,Pharaoh-ant-0582046,11.6073185972842,54.8387096774194,Pharaoh-ant-05820,46,2.5,OG0000188
256,Pharaoh-ant-0965744,5.28051027665063,44.4444444444444,Pharaoh-ant-09657,44,2.5,OG0000248
116,Pharaoh-ant-0085721,32.5023496018443,80.2845528455285,Pharaoh-ant-00857,21,2.5,OG0000253
236,Pharaoh-ant-0085741,43.3275073363117,94.4,Pharaoh-ant-00857,41,2.5,OG0000253
171,Pharaoh-ant-1660729,9.56583417574476,49.0196078431373,Pharaoh-ant-16607,29,2.5,OG0000291
179,Pharaoh-ant-1660731,3.35549030207862,25.4071661237785,Pharaoh-ant-16607,31,0.61944255121948,OG0000291
207,Pharaoh-ant-1660735,3.37791012462148,25.2873563218391,Pharaoh-ant-16607,35,0.628336605273561,OG0000291
218,Pharaoh-ant-1660737,4.14176330307538,35.8108108108108,Pharaoh-ant-16607,37,0.931360924291377,OG0000291
244,Pharaoh-ant-1660742,4.35859047727354,34.4,Pharaoh-ant-16607,42,1.01737733249556,OG0000291
251,Pharaoh-ant-1660743,15.1808397081891,66.1157024793389,Pharaoh-ant-16607,43,2.5,OG0000291
3,Pharaoh-ant-13000,4.52498089224791,45.2664576802508,Pharaoh-ant-13000,0,1.81670088692434,OG0000462
15,Pharaoh-ant-130004,3.30935334668014,46.4801444043321,Pharaoh-ant-13000,4,0.586421992698512,OG0000462
42,Pharaoh-ant-1300011,3.68525405758136,37.9310344827586,Pharaoh-ant-13000,11,0.966853246195863,OG0000462
53,Pharaoh-ant-1300012,3.47198983129702,34.4444444444444,Pharaoh-ant-13000,12,0.751018653233859,OG0000462
62,Pharaoh-ant-1300013,4.03444135028865,38.8335704125178,Pharaoh-ant-13000,13,1.32024911807781,OG0000462
73,Pharaoh-ant-1300014,5.10298887581658,53.4668721109399,Pharaoh-ant-13000,14,2.40167531060477,OG0000462
101,Pharaoh-ant-1300018,3.74750629758997,39.9006622516556,Pharaoh-ant-13000,18,1.02985578120761,OG0000462
135,Pharaoh-ant-1300024,4.05724313336477,37.7450980392157,Pharaoh-ant-13000,24,1.34332571960066,OG0000462
210,Pharaoh-ant-1300036,3.78153154476984,35.6687898089172,Pharaoh-ant-13000,36,1.06429111761376,OG0000462
213,Pharaoh-ant-0075837,1.7367049179887,25.6756756756757,Pharaoh-ant-00758,37,1.28984362157484,OG0000462
217,Pharaoh-ant-1300037,4.38156516357929,45.945945945946,Pharaoh-ant-13000,37,1.6715566404614,OG0000462
2,Pharaoh-ant-08113,3.71689408591499,40.8777429467085,Pharaoh-ant-08113,0,0.666768303648331,OG0000477
13,Pharaoh-ant-081134,3.64479344491566,49.9097472924188,Pharaoh-ant-08113,4,0.561301605683472,OG0000477
26,Pharaoh-ant-081138,4.0645007395015,45.5292908530319,Pharaoh-ant-08113,8,1.17523709721594,OG0000477
49,Pharaoh-ant-0811312,3.65621842276158,34.1666666666667,Pharaoh-ant-08113,12,0.578013727393209,OG0000477
71,Pharaoh-ant-0811314,4.60351811028512,51.9260400616333,Pharaoh-ant-08113,14,1.96369586060992,OG0000477
122,Pharaoh-ant-0811323,3.69658571115481,41.108545034642,Pharaoh-ant-08113,23,0.637061810095663,OG0000477
130,Pharaoh-ant-0811324,4.07735744755419,35.7843137254902,Pharaoh-ant-08113,24,1.19404351178067,OG0000477
149,Pharaoh-ant-0811326,4.19770281424203,43.8829787234042,Pharaoh-ant-08113,26,1.37008117613449,OG0000477
154,Pharaoh-ant-0811327,3.76196800308985,45.1086956521739,Pharaoh-ant-08113,27,0.732701104562235,OG0000477
159,Pharaoh-ant-0811328,4.36951885011487,38.781163434903,Pharaoh-ant-08113,28,1.62140862218435,OG0000477
168,Pharaoh-ant-0564929,5.00858000387747,36.1344537815126,Pharaoh-ant-05649,29,0.752027134058088,OG0000477
185,Pharaoh-ant-0811332,3.91078884271407,47.6635514018692,Pharaoh-ant-08113,32,0.95039185357609,OG0000477
205,Pharaoh-ant-0811335,4.13873663892554,48.2758620689655,Pharaoh-ant-08113,35,1.28382718842994,OG0000477
215,Pharaoh-ant-0811337,3.73470185801005,46.6216216216216,Pharaoh-ant-08113,37,0.692816989137731,OG0000477
232,Pharaoh-ant-0564940,6.29931573159607,50,Pharaoh-ant-05649,40,1.01291500959265,OG0000477
269,Pharaoh-ant-0564947,33.836961683726,76.9230769230769,Pharaoh-ant-05649,47,2.5,OG0000477
35,Pharaoh-ant-0564311,5.06341212545193,38.1962864721485,Pharaoh-ant-05643,11,1.05248444705348,OG0000499
40,Pharaoh-ant-1090411,36.712832501953,93.1034482758621,Pharaoh-ant-10904,11,0.924643460253043,OG0000499
51,Pharaoh-ant-1090412,39.4155367837086,95.8333333333333,Pharaoh-ant-10904,12,1.06384989392253,OG0000499
57,Pharaoh-ant-0564313,4.6593433637925,39.8293029871977,Pharaoh-ant-05643,13,0.903760010142899,OG0000499
60,Pharaoh-ant-1090413,38.1618512422204,95.3058321479374,Pharaoh-ant-10904,13,0.999277127174919,OG0000499
91,Pharaoh-ant-1090417,30.270045525105,74.3178170144462,Pharaoh-ant-10904,17,0.592799016895523,OG0000499
99,Pharaoh-ant-1090418,43.1723476556196,95.0331125827815,Pharaoh-ant-10904,18,1.25734951094676,OG0000499
108,Pharaoh-ant-0564319,8.46323774917126,53.5893155258765,Pharaoh-ant-05643,19,2.30384856984598,OG0000499
128,Pharaoh-ant-0564324,6.04087262125078,46.3235294117647,Pharaoh-ant-05643,24,1.41225554453452,OG0000499
133,Pharaoh-ant-1090424,41.3914946149896,96.8137254901961,Pharaoh-ant-10904,24,1.16562427028724,OG0000499
147,Pharaoh-ant-0564326,10.5930433039382,68.3510638297872,Pharaoh-ant-05643,26,2.5,OG0000499
150,Pharaoh-ant-1090426,87.2799268863045,99.2021276595745,Pharaoh-ant-10904,26,2.5,OG0000499
183,Pharaoh-ant-0564332,14.0237334682741,80.3738317757009,Pharaoh-ant-05643,32,2.5,OG0000499
186,Pharaoh-ant-1090432,107.129747373996,99.5327102803738,Pharaoh-ant-10904,32,2.5,OG0000499
190,Pharaoh-ant-0564333,3.91271497186637,37.8109452736318,Pharaoh-ant-05643,33,0.628950626921503,OG0000499
194,Pharaoh-ant-1090433,32.1204408969396,97.0149253731343,Pharaoh-ant-10904,33,0.688106129231277,OG0000499
222,Pharaoh-ant-0564339,4.44032097327301,32.6388888888889,Pharaoh-ant-05643,39,0.823145063402042,OG0000499
12,Pharaoh-ant-073704,36.4945721487253,98.1949458483755,Pharaoh-ant-07370,4,0.661959198754227,OG0000547
36,Pharaoh-ant-0737011,52.4096364845425,95.6233421750663,Pharaoh-ant-07370,11,1.38835288289471,OG0000547
48,Pharaoh-ant-0737012,83.6405463260497,99.8611111111111,Pharaoh-ant-07370,12,2.5,OG0000547
58,Pharaoh-ant-0737013,63.1599537171555,99.4310099573257,Pharaoh-ant-07370,13,1.87901772568157,OG0000547
90,Pharaoh-ant-0737017,58.9433884933768,91.1717495987159,Pharaoh-ant-07370,17,1.68656570144274,OG0000547
97,Pharaoh-ant-0737018,78.1964384774388,99.6688741721854,Pharaoh-ant-07370,18,2.5,OG0000547
129,Pharaoh-ant-0737024,78.6696607225863,99.2647058823529,Pharaoh-ant-07370,24,2.5,OG0000547
173,Pharaoh-ant-0737030,69.6381347901209,94.0652818991098,Pharaoh-ant-07370,30,2.17469418144871,OG0000547
191,Pharaoh-ant-0737033,46.5060115321432,98.5074626865672,Pharaoh-ant-07370,33,1.11890025684996,OG0000547
223,Pharaoh-ant-0737039,42.2830677588686,95.8333333333333,Pharaoh-ant-07370,39,0.926157103529274,OG0000547
144,Pharaoh-ant-0059526,3.11387298483925,29.5212765957447,Pharaoh-ant-00595,26,2.5,OG0000596
181,Pharaoh-ant-0059532,3.43748055343691,35.5140186915888,Pharaoh-ant-00595,32,2.5,OG0000596
258,Pharaoh-ant-0059545,2.65393764222617,27.6923076923077,Pharaoh-ant-00595,45,2.5,OG0000596
266,Pharaoh-ant-1002446,11.7118737247489,41.9354838709677,Pharaoh-ant-10024,46,2.5,OG0000689
175,Pharaoh-ant-1370330,4.60256766853062,34.1246290801187,Pharaoh-ant-13703,30,2.5,OG0000777
176,Pharaoh-ant-1576030,9.29132060397684,52.5222551928783,Pharaoh-ant-15760,30,2.5,OG0000777
211,Pharaoh-ant-1576036,3.47559375798605,33.7579617834395,Pharaoh-ant-15760,36,2.08316250652554,OG0000777
43,Pharaoh-ant-1404411,31.36013825728,91.7771883289125,Pharaoh-ant-14044,11,2.3059287071544,OG0001295
54,Pharaoh-ant-1404412,23.9764515228121,87.7777777777778,Pharaoh-ant-14044,12,1.43790664246615,OG0001295
63,Pharaoh-ant-1404413,37.7996010193613,96.1593172119488,Pharaoh-ant-14044,13,2.5,OG0001295
74,Pharaoh-ant-1404414,25.7350773065358,93.8366718027735,Pharaoh-ant-14044,14,1.64464970168558,OG0001295
93,Pharaoh-ant-1404417,21.7432346429713,60.3531300160514,Pharaoh-ant-14044,17,1.17537092059066,OG0001295
102,Pharaoh-ant-1404418,22.6608536815024,87.9139072847682,Pharaoh-ant-14044,18,1.28324569928418,OG0001295
136,Pharaoh-ant-1404424,20.3939813778035,83.3333333333333,Pharaoh-ant-14044,24,1.01675346468601,OG0001295
162,Pharaoh-ant-1404428,21.4078798705106,78.1163434903047,Pharaoh-ant-14044,28,1.13594680192707,OG0001295
196,Pharaoh-ant-1404433,35.8828019896041,96.0199004975124,Pharaoh-ant-14044,33,2.5,OG0001295
226,Pharaoh-ant-1404439,19.8883102212401,74.3055555555556,Pharaoh-ant-14044,39,0.957307047583218,OG0001295
14,Pharaoh-ant-120514,11.3978455468721,82.6714801444043,Pharaoh-ant-12051,4,0.701952604722445,OG0001683
30,Pharaoh-ant-120519,17.0652704673763,71.3914174252276,Pharaoh-ant-12051,9,1.6429495861655,OG0001683
41,Pharaoh-ant-1205111,13.8150585994326,77.5862068965517,Pharaoh-ant-12051,11,1.10329716911799,OG0001683
52,Pharaoh-ant-1205112,22.6136167372651,90.2777777777778,Pharaoh-ant-12051,12,2.5,OG0001683
61,Pharaoh-ant-1205113,23.3798660314279,91.6073968705548,Pharaoh-ant-12051,13,2.5,OG0001683
92,Pharaoh-ant-1205117,17.1165677974773,58.7479935794543,Pharaoh-ant-12051,17,1.65146679344362,OG0001683
100,Pharaoh-ant-1205118,19.0779530766071,89.2384105960265,Pharaoh-ant-12051,18,1.97712750408322,OG0001683
134,Pharaoh-ant-1205124,19.1855897335947,84.8039215686274,Pharaoh-ant-12051,24,1.99499907198905,OG0001683
195,Pharaoh-ant-1205133,20.6909825568103,92.5373134328358,Pharaoh-ant-12051,33,2.24494858563975,OG0001683
225,Pharaoh-ant-1205139,16.9277202323288,77.0833333333333,Pharaoh-ant-12051,39,1.62011128521011,OG0001683
187,Pharaoh-ant-1825232,8.08787370990669,52.803738317757,Pharaoh-ant-18252,32,2.5,OG0001884
276,Pharaoh-ant-1509947,1.40239464232502,30.7692307692308,Pharaoh-ant-15099,47,1.52747974910747,OG0001980
257,Pharaoh-ant-1539144,2.64703624210015,27.1604938271605,Pharaoh-ant-15391,44,2.5,OG0002046
270,Pharaoh-ant-0635647,1.9310128367823,30.7692307692308,Pharaoh-ant-06356,47,2.5,OG0002046
277,Pharaoh-ant-1539147,1.85976459005563,30.7692307692308,Pharaoh-ant-15391,47,1.94930534466262,OG0002046
274,Pharaoh-ant-1029947,2.97491596410831,46.1538461538462,Pharaoh-ant-10299,47,2.5,OG0002296
272,Pharaoh-ant-0908647,2.19233456366618,38.4615384615385,Pharaoh-ant-09086,47,2.5,OG0002477
79,Pharaoh-ant-0362415,1.86281609892147,27.34375,Pharaoh-ant-03624,15,2.21248837059483,OG0002796
273,Pharaoh-ant-0948347,13.3575040367137,61.5384615384615,Pharaoh-ant-09483,47,2.5,OG0002899
34,Pharaoh-ant-0274010,7.07712397261623,31.2997347480106,Pharaoh-ant-02740,10,1.19339811992583,OG0003012
89,Pharaoh-ant-0274017,6.04217801855052,28.7319422150883,Pharaoh-ant-02740,17,0.603377961547886,OG0003012
96,Pharaoh-ant-0274018,6.08087205615218,51.4900662251656,Pharaoh-ant-02740,18,0.625437337792918,OG0003012
146,Pharaoh-ant-0274026,5.89777541046251,57.9787234042553,Pharaoh-ant-02740,26,0.521054387684369,OG0003012
189,Pharaoh-ant-0274033,6.28640342640513,63.18407960199,Pharaoh-ant-02740,33,0.74261026953094,OG0003012
209,Pharaoh-ant-0274036,8.6846986232408,63.0573248407643,Pharaoh-ant-02740,36,2.10987249836054,OG0003012
220,Pharaoh-ant-0274038,7.50741454830096,60.1351351351351,Pharaoh-ant-02740,38,1.43870572523285,OG0003012
229,Pharaoh-ant-0274040,8.17146129565579,66.4285714285714,Pharaoh-ant-02740,40,1.81727715256728,OG0003012
237,Pharaoh-ant-0274041,5.96685685465644,48,Pharaoh-ant-02740,41,0.560437550142427,OG0003012
247,Pharaoh-ant-0274043,7.03706316125217,55.3719008264463,Pharaoh-ant-02740,43,1.17055954930007,OG0003012
254,Pharaoh-ant-0274044,9.62720049304648,64.1975308641975,Pharaoh-ant-02740,44,2.5,OG0003012
262,Pharaoh-ant-0274046,6.40417605437455,48.3870967741936,Pharaoh-ant-02740,46,0.809752156828654,OG0003012
267,Pharaoh-ant-0274047,9.7068449498564,61.5384615384615,Pharaoh-ant-02740,47,2.5,OG0003012
27,Pharaoh-ant-096398,2.83955267553404,34.8406988694759,Pharaoh-ant-09639,8,0.748449357588529,OG0003480
