,avg.exp,pct.exp,features.plot,id,avg.exp.scaled,OG
AAEL00347314,4.39158994894942,45.945945945946,AAEL003473,14,2.5,OG0000004
AAEL00383714,6.58782224031731,64.8648648648649,AAEL003837,14,0.529404796069241,OG0000632
AAEL00473214,5.0097348609951,42.3423423423423,AAEL004732,14,0.597763797861885,OG0000004
AAEL00477714,3.59907004271307,44.1441441441441,AAEL004777,14,0.551636517761644,OG0000149
AAEL00594514,19.3720520777709,91.8918918918919,AAEL005945,14,0.642016193929046,OG0000006
AAEL00889414,9.56562031303594,79.2792792792793,AAEL008894,14,1.36524112262491,OG0023874
AAEL01040814,6.19243987423318,61.2612612612613,AAEL010408,14,2.5,OG0000127
AAEL01718114,2.12994272866571,29.7297297297297,AAEL017181,14,1.22011033507027,OG0000499
AAEL01723814,8.02544195767731,68.4684684684685,AAEL017238,14,2.5,OG0000004
AAEL01727214,5.11358467936896,59.4594594594595,AAEL017272,14,0.815078499384805,OG0000006
AAEL01835214,36.7847296795216,98.1981981981982,AAEL018352,14,0.750813205243489,OG0000022
AAEL01980414,4.51071312190108,54.0540540540541,AAEL019804,14,1.71305371490532,OG0000006
AAEL02724214,23.1387846284362,94.5945945945946,AAEL027242,14,2.5,OG0000006
AAEL00052815,16.077354492601,70.0934579439252,AAEL000528,15,2.5,OG0015066
AAEL00383715,7.41364850342642,67.2897196261682,AAEL003837,15,0.789938401590179,OG0000632
AAEL00439615,9.11665622033169,45.7943925233645,AAEL004396,15,0.547653482572294,OG0000006
AAEL00453315,23.2297279863233,88.785046728972,AAEL004533,15,1.71096417064346,OG0001683
AAEL00473215,5.91806013527826,54.2056074766355,AAEL004732,15,0.917829905938997,OG0000004
AAEL00477715,4.48675083440644,42.9906542056075,AAEL004777,15,1.0184650231307,OG0000149
AAEL00498215,4.1993578708908,55.1401869158878,AAEL004982,15,0.721940780321566,OG0000961
AAEL00543715,14.9943522127949,78.5046728971963,AAEL005437,15,0.649654533312277,OG0000180
AAEL00595215,10.8926114316775,75.7009345794392,AAEL005952,15,0.814543899340187,OG0000006
