"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"spab",0,1.21436323375333,0.378,0.178,0,"0","spab"
"pros",0,1.18511204454838,0.825,0.672,0,"0","pros"
"CG31221",0,1.17155564080633,0.873,0.68,0,"0","CG31221"
"dati",0,1.1198493354631,0.548,0.262,0,"0","dati"
"jeb",0,1.09371815395855,0.776,0.558,0,"0","jeb"
"Lim1",0,1.01997497352256,0.357,0.143,0,"0","Lim1"
"VGlut",0,1.69085829224295,0.86,0.295,0,"1","VGlut"
"CG32017",0,1.54023281150228,0.912,0.547,0,"1","CG32017"
"Nplp1",0,1.37074954911354,0.526,0.154,0,"1","Nplp1"
"CG184671",0,1.33701387401184,0.665,0.309,0,"1","CG18467"
"CG22691",0,1.07896914710885,0.954,0.74,0,"1","CG2269"
"IA-21",0,1.00242374586394,0.997,0.873,0,"1","IA-2"
"Hsp27",1.09712786686511e-103,1.00981844054614,0.277,0.154,1.3753594939021e-99,"1","Hsp27"
"Hsp26",2.51871097292232e-95,1.05079269831587,0.483,0.326,3.15745607565542e-91,"1","Hsp26"
"Hsp23",1.3504551277205e-93,1.50572831631469,0.31,0.188,1.69293054811041e-89,"1","Hsp23"
"CG14989",0,3.47168281835113,0.915,0.319,0,"2","CG14989"
"Gad1",0,2.91485042338564,0.859,0.12,0,"2","Gad1"
"CG320171",0,1.2378269997737,0.907,0.564,0,"2","CG32017"
"VGAT",0,1.22955451635902,0.585,0.166,0,"2","VGAT"
"CG9650",0,1.56205306897027,0.555,0.172,0,"3","CG9650"
"toy",0,1.5434913197544,0.675,0.262,0,"3","toy"
"scro",0,1.36529642975631,0.536,0.19,0,"3","scro"
"VAChT1",0,1.0607339894277,0.894,0.529,0,"3","VAChT"
"SoxN",7.15832417068613e-127,1.09207934620128,0.435,0.237,8.97367518037213e-123,"3","SoxN"
"beat-Ic",3.73659138890854e-86,1.16415061687309,0.472,0.33,4.68419096513575e-82,"3","beat-Ic"
"dpr17",4.14037609569109e-49,1.00314170158117,0.376,0.269,5.19037547355836e-45,"3","dpr17"
"CG9394",0,5.43087539286589,0.877,0.17,0,"4","CG9394"
"CG31705",0,5.32982311732539,0.82,0.09,0,"4","CG31705"
"Gat",0,5.20390135557109,0.804,0.119,0,"4","Gat"
"Gs2",0,4.65879697357177,0.94,0.266,0,"4","Gs2"
"CG1552",0,4.58901240827429,0.922,0.187,0,"4","CG1552"
"alrm",0,4.45984773497292,0.805,0.111,0,"4","alrm"
"CG13631",0,4.36510742242243,0.745,0.057,0,"4","CG13631"
"CG15209",0,4.30479251749209,0.87,0.137,0,"4","CG15209"
"CG43693",0,4.17557014712508,0.72,0.044,0,"4","CG43693"
"CAH1",0,4.16824143164001,0.871,0.147,0,"4","CAH1"
"Act79B",0,3.92349081810548,0.283,0.011,0,"4","Act79B"
"CG1537",0,3.85141940527118,0.669,0.051,0,"4","CG1537"
"Eaat1",0,3.76041653736676,0.724,0.078,0,"4","Eaat1"
"Treh",0,3.68276082276218,0.767,0.114,0,"4","Treh"
"CG7607",0,3.65813241433153,0.91,0.16,0,"4","CG7607"
"ogre",0,3.65393311347122,0.758,0.07,0,"4","ogre"
"CG14141",0,3.61324335056092,0.821,0.093,0,"4","CG14141"
"Msr-110",0,3.60877340529628,0.894,0.119,0,"4","Msr-110"
"Tsp5D",0,3.53543976419806,0.683,0.07,0,"4","Tsp5D"
"CG4409",0,3.52423101368917,0.825,0.116,0,"4","CG4409"
"Rh50",0,3.44108059909333,0.727,0.069,0,"4","Rh50"
"wun2",0,3.25387113661233,0.532,0.025,0,"4","wun2"
"rho",0,3.25033827789516,0.641,0.133,0,"4","rho"
"e",0,3.11807058454262,0.486,0.019,0,"4","e"
"GstE2",0,3.11658826012707,0.702,0.061,0,"4","GstE2"
"CG1545",0,3.10628075209587,0.633,0.063,0,"4","CG1545"
"vir-1",0,3.10448232036028,0.796,0.096,0,"4","vir-1"
"Adgf-D",0,3.05190955950654,0.55,0.067,0,"4","Adgf-D"
"bbc",0,2.98782861150062,0.65,0.279,0,"4","bbc"
"CG7888",0,2.98606769245191,0.763,0.077,0,"4","CG7888"
"GstD3",0,2.96891478050572,0.463,0.03,0,"4","GstD3"
"MRE16",0,2.96225845878241,0.997,0.914,0,"4","MRE16"
"Cyp28a5",0,2.9462084932888,0.54,0.042,0,"4","Cyp28a5"
"Inx2",0,2.87258341826834,0.566,0.052,0,"4","Inx2"
"Chd64",0,2.8010028616345,0.701,0.283,0,"4","Chd64"
"CG12730",0,2.74336255213106,0.589,0.091,0,"4","CG12730"
"GstE1",0,2.72298268490055,0.505,0.035,0,"4","GstE1"
"bdl",0,2.6888664145292,0.587,0.062,0,"4","bdl"
"mfas",0,2.66034807846543,0.564,0.043,0,"4","mfas"
"CG8369",0,2.65511771306446,0.954,0.346,0,"4","CG8369"
"Cyp4g15",0,2.64950283667792,0.53,0.041,0,"4","Cyp4g15"
"CG10433",0,2.63342350950652,0.677,0.085,0,"4","CG10433"
"nrv2",0,2.55049282689295,0.855,0.28,0,"4","nrv2"
"AnxB9",0,2.53528031970336,0.574,0.068,0,"4","AnxB9"
"RpL22",0,2.52667018762786,0.752,0.303,0,"4","RpL22"
"CG14688",0,2.52184157356436,0.446,0.047,0,"4","CG14688"
"CG8745",0,2.51828848525273,0.512,0.116,0,"4","CG8745"
"CR17025",0,2.51227136259746,0.383,0.019,0,"4","CR17025"
"CR43459",0,2.50277982145843,0.519,0.161,0,"4","CR43459"
"CR43651",0,2.48262381391387,0.334,0.054,0,"4","CR43651"
"CG6357",0,2.42771626549814,0.606,0.068,0,"4","CG6357"
"CR43334",0,2.42004280532877,0.525,0.109,0,"4","CR43334"
"CG32032",0,2.38663711164222,0.518,0.05,0,"4","CG32032"
"Rac2",0,2.35325890106059,0.435,0.029,0,"4","Rac2"
"GstE12",0,2.32685306824719,0.593,0.085,0,"4","GstE12"
"CG6465",0,2.30557142834333,0.359,0.022,0,"4","CG6465"
"Obp44a",0,2.16720138070834,0.661,0.205,0,"4","Obp44a"
"aay",0,2.14650880316416,0.42,0.06,0,"4","aay"
"CG32982",0,2.12819195984982,0.666,0.275,0,"4","CG32982"
"GILT3",0,2.11480305146913,0.434,0.049,0,"4","GILT3"
"CG15098",0,2.11105495193111,0.675,0.2,0,"4","CG15098"
"Sod3",0,2.10614827416806,0.687,0.126,0,"4","Sod3"
"CR45018",0,2.07910577309807,0.289,0.017,0,"4","CR45018"
"Arc1",0,2.07768984960446,0.272,0.031,0,"4","Arc1"
"CG31706",0,2.07053970422838,0.665,0.103,0,"4","CG31706"
"Pdk",0,2.06479495356188,0.549,0.147,0,"4","Pdk"
"bnb",0,2.05948977496384,0.554,0.07,0,"4","bnb"
"Hexo2",0,2.03789650363057,0.408,0.043,0,"4","Hexo2"
"CR31044",0,2.02823974477113,0.294,0.015,0,"4","CR31044"
"CG31235",0,2.00709117149103,0.35,0.016,0,"4","CG31235"
"Galphai",0,2.00069430114026,0.375,0.024,0,"4","Galphai"
"CG1358",0,1.98004613284916,0.554,0.19,0,"4","CG1358"
"CG6287",0,1.96130610734773,0.451,0.057,0,"4","CG6287"
"CG7029",0,1.9532233082125,0.631,0.322,0,"4","CG7029"
"Irk2",0,1.95266377171892,0.452,0.084,0,"4","Irk2"
"eEF1alpha1",0,1.94684255900296,0.824,0.412,0,"4","eEF1alpha1"
"CR40469",0,1.94618940644116,0.46,0.128,0,"4","CR40469"
"CG9377",0,1.93573103715076,0.299,0.035,0,"4","CG9377"
"CG4829",0,1.91372051384414,0.446,0.06,0,"4","CG4829"
"CG34367",0,1.90602949739137,0.317,0.022,0,"4","CG34367"
"CG13707",0,1.90474363948068,0.371,0.032,0,"4","CG13707"
"CG10365",0,1.89840905677156,0.354,0.051,0,"4","CG10365"
"Cyp9f2",0,1.88713642143554,0.422,0.047,0,"4","Cyp9f2"
"CG3940",0,1.88687213907943,0.569,0.09,0,"4","CG3940"
"GstD9",0,1.88628480566167,0.41,0.048,0,"4","GstD9"
"Mdh1",0,1.8709700689701,0.715,0.358,0,"4","Mdh1"
"fog",0,1.8296105172884,0.308,0.015,0,"4","fog"
"Prosap",0,1.81755305281284,0.859,0.744,0,"4","Prosap"
"CG32521",0,1.81050643686237,0.512,0.18,0,"4","CG32521"
"N",0,1.80807646788466,0.406,0.04,0,"4","N"
"CR42491",0,1.79958955919497,0.286,0.024,0,"4","CR42491"
"Picot",0,1.73815768936562,0.375,0.043,0,"4","Picot"
"pdgy",0,1.73238026055285,0.32,0.035,0,"4","pdgy"
"Pino",0,1.72904641962846,0.362,0.092,0,"4","Pino"
"htl",0,1.72640247587166,0.273,0.009,0,"4","htl"
"CG30285",0,1.67305938616244,0.347,0.046,0,"4","CG30285"
"CG5895",0,1.66158275467079,0.445,0.063,0,"4","CG5895"
"Got1",0,1.64041075833283,0.505,0.176,0,"4","Got1"
"CG14945",0,1.62690180727914,0.38,0.046,0,"4","CG14945"
"Ugt86Dd",0,1.6096230109994,0.259,0.022,0,"4","Ugt86Dd"
"repo",0,1.57978057177205,0.286,0.024,0,"4","repo"
"Ugt35b",0,1.57522358460262,0.546,0.104,0,"4","Ugt35b"
"CG10527",0,1.57441263023265,0.431,0.118,0,"4","CG10527"
"CG6723",0,1.57431930269844,0.467,0.069,0,"4","CG6723"
"l(1)G0193",0,1.56617712034049,0.372,0.1,0,"4","l(1)G0193"
"CG9467",0,1.56258474403268,0.312,0.07,0,"4","CG9467"
"Cyp28d1",0,1.51962999540904,0.384,0.069,0,"4","Cyp28d1"
"ced-6",0,1.51770373076739,0.328,0.043,0,"4","ced-6"
"RhoGAP18B",0,1.51425377173107,0.258,0.016,0,"4","RhoGAP18B"
"GILT2",0,1.51265336570389,0.298,0.029,0,"4","GILT2"
"ninaB",0,1.4966668234046,0.265,0.028,0,"4","ninaB"
"Lsd-2",0,1.49022995473032,0.273,0.027,0,"4","Lsd-2"
"Syb",0,1.48949599352245,0.261,0.027,0,"4","Syb"
"MtnA",0,1.48149391334878,0.463,0.099,0,"4","MtnA"
"myo",0,1.46799305647262,0.294,0.059,0,"4","myo"
"pnt",0,1.461877015801,0.254,0.018,0,"4","pnt"
"CG11791",0,1.45033919790024,0.288,0.053,0,"4","CG11791"
"CG13124",0,1.42971109753192,0.267,0.043,0,"4","CG13124"
"RpLP1",0,1.40169995200526,0.961,0.866,0,"4","RpLP1"
"Idgf3",0,1.37753745917629,0.329,0.048,0,"4","Idgf3"
"Dbi",0,1.37544177273173,0.301,0.042,0,"4","Dbi"
"RpLP2",0,1.29149810630317,0.935,0.84,0,"4","RpLP2"
"Csas",0,1.28065013435719,0.273,0.042,0,"4","Csas"
"CG12926",0,1.25493353394276,0.259,0.036,0,"4","CG12926"
"Oda",0,1.24124726100707,0.972,0.934,0,"4","Oda"
"Tsf1",0,1.2275794685303,0.364,0.078,0,"4","Tsf1"
"RpL27A",0,1.1928922728229,0.952,0.891,0,"4","RpL27A"
"CG9657",0,1.18113884440714,0.369,0.068,0,"4","CG9657"
"CG7084",0,1.14660154180607,0.252,0.039,0,"4","CG7084"
"RpS26",0,1.11953734190322,0.951,0.885,0,"4","RpS26"
"RpS29",0,1.11488237319195,0.965,0.887,0,"4","RpS29"
"CG15201",0,1.11270571851842,0.441,0.133,0,"4","CG15201"
"Invadolysin",8.72958679638646e-303,1.67321653471726,0.449,0.152,1.09434100079501e-298,"4","Invadolysin"
"zfh2",5.9622198152655e-298,1.56260387326636,0.413,0.128,7.47423876041683e-294,"4","zfh2"
"CG42342",2.11050943234259e-297,2.35677468965607,0.743,0.484,2.64573462438467e-293,"4","CG42342"
"CG5758",1.53960327156976e-294,1.40006446183167,0.641,0.317,1.93004666123985e-290,"4","CG5758"
"RpL13A",3.2263789832625e-291,1.17349063346075,0.91,0.808,4.04458869341788e-287,"4","RpL13A"
"flw",1.14684031874052e-290,1.79934986312315,0.832,0.707,1.43767902357312e-286,"4","flw"
"Amph",9.65566443154056e-286,1.87686798164597,0.538,0.245,1.21043409313793e-281,"4","Amph"
"euc",2.82236781184875e-276,1.00522527580772,0.325,0.082,3.53812028893359e-272,"4","euc"
"dally",4.14292375558922e-276,1.88573188019121,0.641,0.352,5.19356922000665e-272,"4","dally"
"RpS20",1.71255472386342e-273,1.16919071712588,0.92,0.818,2.14685860183519e-269,"4","RpS20"
"RpL38",8.802351804677e-266,1.04776636416536,0.963,0.923,1.10346282223431e-261,"4","RpL38"
"CG31248",4.94090966232465e-263,1.29306393958268,0.284,0.067,6.19392435269019e-259,"4","CG31248"
"GlcAT-P",1.52444269395406e-258,1.71757041091488,0.607,0.322,1.9110413611408e-254,"4","GlcAT-P"
"mlt",6.33463871833614e-253,1.92120651237161,0.65,0.417,7.94110309730618e-249,"4","mlt"
"RpL41",2.24890637921988e-251,1.65840190214734,0.845,0.712,2.81922903699004e-247,"4","RpL41"
"RpL10Ab",2.32652863187936e-244,1.04158920506463,0.886,0.79,2.91653629292397e-240,"4","RpL10Ab"
"RpL37A",1.33737203371603e-229,1.02924817996639,0.887,0.811,1.67652958146641e-225,"4","RpL37A"
"CG6770",1.15322826013381e-227,1.2549179048183,0.93,0.882,1.44568694690374e-223,"4","CG6770"
"Tet1",5.82002294938251e-224,1.35566522272805,0.807,0.685,7.29598076934591e-220,"4","Tet"
"S",1.2753534080939e-218,1.68597398398307,0.523,0.269,1.59878303238652e-214,"4","S"
"RpL39",1.18456656797629e-215,1.1929359326676,0.844,0.708,1.48497264961508e-211,"4","RpL39"
"spir",2.20297048889162e-213,1.53293759922486,0.558,0.303,2.76164380487453e-209,"4","spir"
"wun",3.95881296472515e-213,1.57200476539558,0.366,0.136,4.96276793257945e-209,"4","wun"
"CG17896",1.02402079926886e-210,1.23279294836033,0.323,0.102,1.28371247396344e-206,"4","CG17896"
"CG12355",2.67202066968333e-206,1.35086326929149,0.565,0.308,3.34964511151502e-202,"4","CG12355"
"fok",3.8825537777285e-204,1.5596352650653,0.72,0.543,4.86716941576045e-200,"4","fok"
"Gapdh1",1.66573817166347e-197,1.21465734852969,0.802,0.636,2.08816937199732e-193,"4","Gapdh1"
"CG17508",3.22539743496566e-188,1.35815643390587,0.557,0.323,4.04335822447295e-184,"4","CG17508"
"CG30015",3.27624216248785e-187,1.39895126366606,0.269,0.082,4.10709717489477e-183,"4","CG30015"
"CG42394",7.74577337123669e-187,1.27764968361272,0.359,0.135,9.71010149818232e-183,"4","CG42394"
"Tctp",1.16327108904295e-185,1.14856966669129,0.736,0.563,1.45827663722424e-181,"4","Tctp"
"RpL27",1.03435659558365e-184,1.00364667513674,0.818,0.71,1.29666942822366e-180,"4","RpL27"
"sky",2.89869843379849e-179,1.20207699515865,0.787,0.659,3.63380835660978e-175,"4","sky"
"Dat",8.3283305676165e-179,1.79645644065103,0.434,0.208,1.0440395199564e-174,"4","Dat"
"RapGAP1",5.31872961377532e-169,1.31758810151357,0.682,0.485,6.66755944382874e-165,"4","RapGAP1"
"retm",1.15069543855371e-161,1.44773630440938,0.439,0.224,1.44251180177093e-157,"4","retm"
"RpL30",1.23606595231134e-123,1.00859250759257,0.684,0.565,1.54953227781749e-119,"4","RpL30"
"Mob2",9.43478014450706e-109,1.09616770982712,0.66,0.551,1.1827440389154e-104,"4","Mob2"
"Sirup",5.02323983219962e-106,1.2459670440726,0.468,0.289,6.29713345364545e-102,"4","Sirup"
"Tsp42Ee",1.3944418062592e-101,1.01933774406415,0.469,0.296,1.74807224832653e-97,"4","Tsp42Ee"
"CG12484",2.91568347158879e-100,1.01492496057807,0.333,0.164,3.65510079998371e-96,"4","CG12484"
"CG12991",1.06103994532624e-90,1.20018774431934,0.487,0.347,1.33011967546098e-86,"4","CG12991"
"Xbp1",1.32072308076499e-88,1.10987867931343,0.544,0.416,1.65565845404699e-84,"4","Xbp1"
"sty1",2.38236273646721e-83,1.00039665887651,0.545,0.411,2.9865299264353e-79,"4","sty"
"capu",3.27591362461377e-83,1.15286585012036,0.41,0.267,4.10668531981582e-79,"4","capu"
"cathD",3.96761331414124e-82,1.04512697737187,0.519,0.384,4.97380005060746e-78,"4","cathD"
"spi",2.91870050098517e-72,1.06911534708645,0.398,0.262,3.65888294803501e-68,"4","spi"
"Got2",1.731040713858e-68,1.01576654315846,0.349,0.215,2.17003263889238e-64,"4","Got2"
"tsr",3.05350494233793e-68,1.01129585120196,0.451,0.325,3.82787379571482e-64,"4","tsr"
"Sap-r",6.99644210165657e-61,1.01809302650887,0.32,0.194,8.77073981863667e-57,"4","Sap-r"
"betaggt-II",2.57415675530811e-56,1.16412944748619,0.259,0.146,3.22696290845424e-52,"4","betaggt-II"
"scf",3.75298314181716e-56,1.00530447556128,0.317,0.197,4.70473966658199e-52,"4","scf"
"CG42265",1.17018942630516e-53,1.00006608193561,0.355,0.242,1.46694946481615e-49,"4","CG42265"
"cib",1.27071422822918e-52,1.11271089863405,0.345,0.233,1.5929673565081e-48,"4","cib"
"Xrp1",6.38779787417045e-43,1.19326765487769,0.381,0.287,8.00774341506008e-39,"4","Xrp1"
"alphagamma-element:CR32865",0,1.58304501566119,0.421,0.094,0,"5","alphagamma-element:CR32865"
"VGlut1",0,1.47361113474634,0.893,0.341,0,"5","VGlut"
"Ets65A",0,1.29786923628334,0.355,0.058,0,"5","Ets65A"
"Hsp231",2.08915830315536e-260,1.62905174997538,0.583,0.189,2.61896884883556e-256,"5","Hsp23"
"DnaJ-11",2.62344653365239e-209,1.2044317642829,0.729,0.353,3.28875257458663e-205,"5","DnaJ-1"
"Hsp261",1.28421883145231e-199,1.64875655191718,0.685,0.332,1.60989672710862e-195,"5","Hsp26"
"Hsp70Bc1",4.81348714002957e-184,1.23299723931537,0.587,0.241,6.03418747874106e-180,"5","Hsp70Bc"
"Hsp68",5.7724266211749e-165,1.07603371135068,0.47,0.164,7.23631401230485e-161,"5","Hsp68"
"Hsp831",2.61588345108065e-161,1.19272835988662,0.867,0.66,3.2792714942747e-157,"5","Hsp83"
"Hsp271",6.72600711538474e-129,1.01621704967821,0.423,0.159,8.43172251984631e-125,"5","Hsp27"
"spab2",3.49693413544237e-90,1.02665917956806,0.465,0.214,4.38375663219055e-86,"5","spab"
"Hsp67Bc2",1.36010849849727e-74,1.17252702385693,0.361,0.162,1.70503201371618e-70,"5","Hsp67Bc"
"Pka-R2",0,3.15148871787737,0.994,0.42,0,"6","Pka-R2"
"prt",0,2.8964858771118,0.828,0.031,0,"6","prt"
"sNPF",0,2.8832636015948,0.994,0.179,0,"6","sNPF"
"GstD11",0,2.80278225208239,0.717,0.005,0,"6","GstD11"
"CG32204",0,2.7802360819247,0.876,0.152,0,"6","CG32204"
"Rgk1",0,2.77854990058014,0.916,0.171,0,"6","Rgk1"
"Pka-C1",0,2.738470696905,1,0.722,0,"6","Pka-C1"
"jdp",0,2.61474676700599,0.999,0.724,0,"6","jdp"
"mub",0,2.53590534498002,0.999,0.693,0,"6","mub"
"Imp1",0,2.49906773504439,0.949,0.219,0,"6","Imp"
"CG34402",0,2.41988124859052,0.661,0.015,0,"6","CG34402"
"Dop1R2",0,2.25827735512825,0.834,0.158,0,"6","Dop1R2"
"ab1",0,2.19060668900688,0.902,0.297,0,"6","ab"
"Pka-C3",0,2.13725680326282,0.843,0.107,0,"6","Pka-C3"
"Bx1",0,2.12207504515724,0.891,0.224,0,"6","Bx"
"mamo",0,2.11924588683491,0.998,0.586,0,"6","mamo"
"rut",0,2.09287085514823,0.822,0.265,0,"6","rut"
"Pkc53E",0,2.05543763346628,0.994,0.631,0,"6","Pkc53E"
"14-3-3zeta",0,1.88493505636735,1,0.974,0,"6","14-3-3zeta"
"Pka-R1",0,1.87463464172532,0.95,0.459,0,"6","Pka-R1"
"Mef2",0,1.85423800153131,0.84,0.348,0,"6","Mef2"
"cora",0,1.78090981331882,0.695,0.198,0,"6","cora"
"CG327001",0,1.76557446203552,0.96,0.43,0,"6","CG32700"
"CG11191",0,1.74073780328027,0.718,0.22,0,"6","CG11191"
"Dop1R1",0,1.68522572184924,0.713,0.219,0,"6","Dop1R1"
"CG30158",0,1.60505920689465,0.595,0.122,0,"6","CG30158"
"FK506-bp2",0,1.58483771285755,0.901,0.618,0,"6","FK506-bp2"
"CAH2",0,1.56727891129196,0.296,0.006,0,"6","CAH2"
"Nep1",0,1.56700428570122,0.453,0.039,0,"6","Nep1"
"ey",0,1.56683525677262,0.461,0.036,0,"6","ey"
"CG17816",0,1.44224520058194,0.893,0.565,0,"6","CG17816"
"Df312",0,1.43765430980017,0.846,0.45,0,"6","Df31"
"rad2",0,1.4143453380348,0.989,0.521,0,"6","rad"
"CG31997",0,1.40274873722645,0.431,0.091,0,"6","CG31997"
"LysRS",0,1.38383125448224,0.354,0.061,0,"6","LysRS"
"Hr51",0,1.34713211166388,0.357,0.019,0,"6","Hr51"
"Sytalpha",0,1.33138053142294,0.667,0.23,0,"6","Sytalpha"
"toy1",0,1.31859330391312,0.808,0.268,0,"6","toy"
"eEF1alpha2",0,1.27767052261401,0.926,0.624,0,"6","eEF1alpha2"
"dlp",0,1.25645182878023,0.342,0.034,0,"6","dlp"
"dac",0,1.25492693722739,0.385,0.055,0,"6","dac"
"dysc",0,1.23686617261875,0.998,0.877,0,"6","dysc"
"Cngl",0,1.20019720375559,0.997,0.779,0,"6","Cngl"
"bru2",0,1.16813988064107,0.274,0.012,0,"6","bru2"
"Appl",0,1.11447605468068,0.994,0.837,0,"6","Appl"
"fru2",1.21784200390687e-307,1.32255595224691,0.793,0.342,1.52668673609765e-303,"6","fru"
"dlg1",6.80821039897812e-296,1.12810350306947,0.947,0.719,8.53477255615897e-292,"6","dlg1"
"CG424021",7.51866440455123e-290,1.30309563960644,0.74,0.301,9.42539769754542e-286,"6","CG42402"
"fz",7.61253285896532e-287,1.29737653687992,0.658,0.243,9.54307119199892e-283,"6","fz"
"btsz",6.96988600729414e-280,1.1630122297888,0.378,0.085,8.73744909874394e-276,"6","btsz"
"Act5C1",5.39275532924746e-275,1.08523452110514,0.981,0.775,6.76035808074462e-271,"6","Act5C"
"kuz",9.49074927537561e-275,1.36007427623754,0.798,0.431,1.18976032916109e-270,"6","kuz"
"CG452632",1.24513615243608e-272,1.02457920660854,0.975,0.598,1.56090268069387e-268,"6","CG45263"
"dnc",1.84706226062362e-266,1.03315437723181,0.975,0.806,2.31547724991777e-262,"6","dnc"
"CG31191",3.76385647443091e-253,1.00827738067104,0.306,0.062,4.71837047634659e-249,"6","CG31191"
"CG32647",1.22933507157809e-249,1.22412071725547,0.792,0.423,1.54109444573029e-245,"6","CG32647"
"PVRAP",1.84651760358534e-249,1.16311369188748,0.561,0.192,2.31479446785458e-245,"6","PVRAP"
"CG3625",2.36679659640953e-244,1.20129217820932,0.846,0.541,2.96701621325898e-240,"6","CG3625"
"mspo",1.48317914971545e-231,1.09531691105284,0.84,0.446,1.85931338208329e-227,"6","mspo"
"CG433242",7.95907012653873e-227,1.10833968891516,0.85,0.529,9.97749031062895e-223,"6","CG43324"
"CG32066",1.76168923976075e-217,1.20725643225474,0.544,0.206,2.20845363096407e-213,"6","CG32066"
"l(1)G0469",5.56411637032893e-209,1.19359998020037,0.443,0.142,6.97517628184435e-205,"6","l(1)G0469"
"CG5830",8.94502522598211e-205,1.19402784626784,0.513,0.192,1.12134836232912e-200,"6","CG5830"
"Shawl",2.11996308138659e-203,1.16023126261859,0.521,0.193,2.65758571882623e-199,"6","Shawl"
"RhoGDI",1.00271538545032e-195,1.05098436754876,0.746,0.417,1.25700400720052e-191,"6","RhoGDI"
"Gfrl1",1.89668533569142e-192,1.02502381463935,0.709,0.338,2.37768473682276e-188,"6","Gfrl"
"Rbp",5.64315490626073e-190,1.17524547578309,0.783,0.492,7.07425899048845e-186,"6","Rbp"
"Slob",5.05560769355789e-188,1.0706521222369,0.592,0.254,6.33770980464417e-184,"6","Slob"
"Smox",3.01937460456588e-187,1.09217047245595,0.726,0.404,3.78508800428379e-183,"6","Smox"
"CG30463",2.48496410652879e-177,1.05218116622593,0.676,0.333,3.11515100394449e-173,"6","CG30463"
"corn",2.2546322572964e-161,1.08263380535492,0.604,0.307,2.82640699774677e-157,"6","corn"
"CG177781",4.8673636642592e-137,1.12052501708135,0.589,0.309,6.10172708951533e-133,"6","CG17778"
"Hsp262",4.22522347983124e-45,1.01673922549187,0.491,0.339,5.29674015431645e-41,"6","Hsp26"
"Hsp232",9.93832724930533e-13,1.05825464949032,0.267,0.2,1.24586870397292e-08,"6","Hsp23"
"Ugt35b1",0,5.37626098121824,0.992,0.102,0,"7","Ugt35b"
"CG83691",0,5.07692047784884,0.998,0.358,0,"7","CG8369"
"CG93771",0,4.89821001654921,0.397,0.038,0,"7","CG9377"
"CG96571",0,4.83351610558612,0.96,0.059,0,"7","CG9657"
"Sod31",0,4.81398537634411,0.955,0.131,0,"7","Sod3"
"CG317061",0,4.62037776530831,0.971,0.107,0,"7","CG31706"
"nrv21",0,4.61495562999463,0.997,0.289,0,"7","nrv2"
"CG96861",0,4.59154259136768,0.85,0.129,0,"7","CG9686"
"CG67231",0,4.57551873698115,0.813,0.069,0,"7","CG6723"
"CG16743",0,4.42140791744806,0.599,0.031,0,"7","CG16743"
"CG39401",0,4.33844846913241,0.94,0.091,0,"7","CG3940"
"Spn43Ab",0,4.28606925455472,0.795,0.071,0,"7","Spn43Ab"
"Tsf11",0,4.24118703403651,0.747,0.074,0,"7","Tsf1"
"CG9507",0,4.17548315706542,0.841,0.045,0,"7","CG9507"
"CG10513",0,4.09841525126611,0.78,0.041,0,"7","CG10513"
"CG78881",0,4.08154638361561,0.956,0.087,0,"7","CG7888"
"CG149451",0,4.05702894029503,0.835,0.041,0,"7","CG14945"
"CG70841",0,4.03887791720059,0.857,0.028,0,"7","CG7084"
"CG58951",0,3.98155012706539,0.947,0.058,0,"7","CG5895"
"CG31676",0,3.96966283999398,0.856,0.052,0,"7","CG31676"
"bnb1",0,3.87720466837276,0.935,0.07,0,"7","bnb"
"Obp44a1",0,3.87199918142538,0.715,0.214,0,"7","Obp44a"
"CG44091",0,3.85705060914991,0.962,0.128,0,"7","CG4409"
"Cyp28d11",0,3.74784308093463,0.798,0.065,0,"7","Cyp28d1"
"CG30197",0,3.70180917693343,0.567,0.081,0,"7","CG30197"
"GstD91",0,3.6947598358216,0.652,0.05,0,"7","GstD9"
"CAH11",0,3.66339696557821,0.975,0.16,0,"7","CAH1"
"MRE161",0,3.61821328085222,1,0.916,0,"7","MRE16"
"CG76071",0,3.61084792730297,0.938,0.175,0,"7","CG7607"
"MtnA1",0,3.58121701094965,0.864,0.096,0,"7","MtnA"
"Msr-1101",0,3.53891633480566,0.964,0.134,0,"7","Msr-110"
"Irk21",0,3.53529380952196,0.697,0.086,0,"7","Irk2"
"List",0,3.52876399911754,0.829,0.019,0,"7","List"
"CG9691",0,3.52152336849864,0.715,0.046,0,"7","CG9691"
"trol",0,3.5013845983206,0.793,0.042,0,"7","trol"
"CG104331",0,3.47756071813577,0.762,0.096,0,"7","CG10433"
"CG152011",0,3.46323411184172,0.884,0.128,0,"7","CG15201"
"SPARC1",0,3.46286361678392,0.857,0.066,0,"7","SPARC"
"CG15521",0,3.45559957682376,0.989,0.201,0,"7","CG1552"
"CG312481",0,3.40775808984857,0.735,0.059,0,"7","CG31248"
"CG141411",0,3.38778928737475,0.917,0.107,0,"7","CG14141"
"Rh501",0,3.37069920995161,0.876,0.079,0,"7","Rh50"
"vir-11",0,3.36226267616862,0.91,0.108,0,"7","vir-1"
"CG63571",0,3.34836628636237,0.841,0.074,0,"7","CG6357"
"CG152091",0,3.29750088460186,0.883,0.152,0,"7","CG15209"
"euc1",0,3.26432150373451,0.823,0.073,0,"7","euc"
"CG325211",0,3.22498224242135,0.722,0.182,0,"7","CG32521"
