"","avg.exp","pct.exp","features.plot","id","avg.exp.scaled"
"Pharaoh-ant-1066412",0.011840484986265,0.138888888888889,"Pharaoh-ant-10664","12",-0.554747317397499
"Pharaoh-ant-0799112",0.109420118567732,1.38888888888889,"Pharaoh-ant-07991","12",-1.03849720570422
"Pharaoh-ant-0473512",0.0614464007535272,0.972222222222222,"Pharaoh-ant-04735","12",-0.569971564112941
"Pharaoh-ant-0066312",1.66800294352565,18.3333333333333,"Pharaoh-ant-00663","12",1.26542970870567
"Pharaoh-ant-0946812",0.529760289793003,6.38888888888889,"Pharaoh-ant-09468","12",-0.529370584535026
"Pharaoh-ant-1669412",0.038056667697276,0.555555555555556,"Pharaoh-ant-16694","12",-0.312619626223703
"Pharaoh-ant-0737012",83.6405463260497,99.8611111111111,"Pharaoh-ant-07370","12",2.5
"Pharaoh-ant-0085812",0,0,"Pharaoh-ant-00858","12",-0.189770991677776
"Pharaoh-ant-1097512",0.0406750365560628,0.416666666666667,"Pharaoh-ant-10975","12",-0.483039306134248
"Pharaoh-ant-1084612",0.00899539435808866,0.138888888888889,"Pharaoh-ant-10846","12",-0.370280669625212
"Pharaoh-ant-0830712",0.0373575937490275,0.416666666666667,"Pharaoh-ant-08307","12",-0.849365561815003
"Pharaoh-ant-1065512",0.0395701765872476,0.277777777777778,"Pharaoh-ant-10655","12",-0.296740600739014
"Pharaoh-ant-0004612",0.110809929844568,1.38888888888889,"Pharaoh-ant-00046","12",-0.388318590354469
"Pharaoh-ant-1208312",0,0,"Pharaoh-ant-12083","12",-0.16900628107454
"Pharaoh-ant-1224112",0.911076256196573,10.8333333333333,"Pharaoh-ant-12241","12",0.0269401275615933
"Pharaoh-ant-0840512",0.0361812359294025,0.555555555555556,"Pharaoh-ant-08405","12",0.429940136061968
"Pharaoh-ant-1674812",0.0775190175106185,0.972222222222222,"Pharaoh-ant-16748","12",-0.769751187119065
"Pharaoh-ant-1653412",0.0260359700103412,0.416666666666667,"Pharaoh-ant-16534","12",0.881653343766855
"Pharaoh-ant-0591912",0,0,"Pharaoh-ant-05919","12",-0.320145203320496
"Pharaoh-ant-1234112",0,0,"Pharaoh-ant-12341","12",-0.196436303866259
"Pharaoh-ant-1849612",0,0,"Pharaoh-ant-18496","12",-0.266415295831672
"Pharaoh-ant-1614912",0,0,"Pharaoh-ant-16149","12",-0.283357022347587
"Pharaoh-ant-0572612",0,0,"Pharaoh-ant-05726","12",-0.28730318603778
"Pharaoh-ant-0396412",0.154989977793603,2.08333333333333,"Pharaoh-ant-03964","12",-0.157915572422199
"Pharaoh-ant-0129812",0.0735504449168318,0.972222222222222,"Pharaoh-ant-01298","12",-1.07379414506513
"Pharaoh-ant-0137112",0.00770748550992724,0.138888888888889,"Pharaoh-ant-01371","12",-0.0833882437157074
